file,line,approx,answerable,reason
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,126,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,129,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,130,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,131,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,132,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,133,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,134,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,135,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,136,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java,137,False,False,live_line_never_executed
