test_case,test_class,test_method,variable,line,virtual_status
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,174,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,175,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,176,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,177,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,178,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,179,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,180,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,181,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,182,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,183,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,184,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,185,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,186,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::matchesIgnoreCase,org.jsoup.parser.CharacterReaderTest,matchesIgnoreCase,r,187,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,234,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,235,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,236,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,238,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,239,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,241,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,242,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,244,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::rangeEquals,org.jsoup.parser.CharacterReaderTest,rangeEquals,r,245,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::empty,org.jsoup.parser.CharacterReaderTest,empty,r,251,Virtual_Pass
org.jsoup.parser.CharacterReaderTest::empty,org.jsoup.parser.CharacterReaderTest,empty,r,252,Virtual_Pass
