test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testContains,PASS,3,3
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testOffset,PASS,4,4
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testPoint,PASS,1,1
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testThreePoints,PASS,3,3
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testRotate,PASS,9,9
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testTranslate,PASS,9,9
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testIntersection,PASS,3,3
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testIntersection2,PASS,3,3
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testIntersection3,PASS,3,3
org.apache.commons.math.geometry.euclidean.threed.PlaneTest::testSimilar,PASS,4,4
org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest::testBox,PASS,6,6
org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest::testTetrahedron,PASS,5,5
org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest::testIsometry,PASS,3,3
org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest::testBuildBox,PASS,5,5
org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest::testCross,PASS,5,5
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testIdentity,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testAxisAngle,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testRevert,PASS,2,2
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testVectorOnePair,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testVectorTwoPairs,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testMatrix,PASS,20,20
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testAngles,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testSingularities,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testQuaternion,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testCompose,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testComposeInverse,PASS,0,0
org.apache.commons.math.geometry.euclidean.threed.RotationTest::testApplyInverseTo,PASS,0,0
