test_case,test_class,test_method,variable,line,virtual_status
com.google.gson.GsonBuilderTest::testExcludeFieldsWithModifiers,com.google.gson.GsonBuilderTest,testExcludeFieldsWithModifiers,gson,52,Virtual_Pass
com.google.gson.GsonBuilderTest::testTransientFieldExclusion,com.google.gson.GsonBuilderTest,testTransientFieldExclusion,gson,81,Virtual_Pass
com.google.gson.LongSerializationPolicyTest::testDefaultLongSerializationIntegration,com.google.gson.LongSerializationPolicyTest,testDefaultLongSerializationIntegration,gson,43,Virtual_Pass
com.google.gson.LongSerializationPolicyTest::testDefaultLongSerializationIntegration,com.google.gson.LongSerializationPolicyTest,testDefaultLongSerializationIntegration,gson,44,Virtual_Pass
com.google.gson.LongSerializationPolicyTest::testStringLongSerializationIntegration,com.google.gson.LongSerializationPolicyTest,testStringLongSerializationIntegration,gson,61,Virtual_Pass
com.google.gson.LongSerializationPolicyTest::testStringLongSerializationIntegration,com.google.gson.LongSerializationPolicyTest,testStringLongSerializationIntegration,gson,62,Virtual_Pass
com.google.gson.MixedStreamTest::testReadMixedStreamed,com.google.gson.MixedStreamTest,testReadMixedStreamed,gson,71,Virtual_Pass
com.google.gson.MixedStreamTest::testReadMixedStreamed,com.google.gson.MixedStreamTest,testReadMixedStreamed,gson,72,Virtual_Pass
com.google.gson.MixedStreamTest::testReadMixedStreamed,com.google.gson.MixedStreamTest,testReadMixedStreamed,gson,73,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideWrapperBooleanAdapter,gson,52,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideWrapperBooleanAdapter,gson,53,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideWrapperBooleanAdapter,gson,54,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideWrapperBooleanAdapter,gson,55,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideWrapperBooleanAdapter,gson,56,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverridePrimitiveBooleanAdapter,gson,63,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverridePrimitiveBooleanAdapter,gson,64,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverridePrimitiveBooleanAdapter,gson,65,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverridePrimitiveBooleanAdapter,gson,66,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverridePrimitiveBooleanAdapter,gson,67,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideStringAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideStringAdapter,gson,74,Virtual_Pass
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideStringAdapter,com.google.gson.OverrideCoreTypeAdaptersTest,testOverrideStringAdapter,gson,75,Virtual_Pass
com.google.gson.functional.ArrayTest::testTopLevelArrayOfIntsSerialization,com.google.gson.functional.ArrayTest,testTopLevelArrayOfIntsSerialization,gson,50,Virtual_Pass
com.google.gson.functional.ArrayTest::testEmptyArraySerialization,com.google.gson.functional.ArrayTest,testEmptyArraySerialization,gson,70,Virtual_Pass
com.google.gson.functional.ArrayTest::testArrayOfStringsSerialization,com.google.gson.functional.ArrayTest,testArrayOfStringsSerialization,gson,122,Virtual_Pass
com.google.gson.functional.ArrayTest::testMultiDimenstionalObjectArraysSerialization,com.google.gson.functional.ArrayTest,testMultiDimenstionalObjectArraysSerialization,gson,237,Virtual_Pass
com.google.gson.functional.ArrayTest::testMixingTypesInObjectArraySerialization,com.google.gson.functional.ArrayTest,testMixingTypesInObjectArraySerialization,gson,245,Virtual_Pass
com.google.gson.functional.CircularReferenceTest::testDirectedAcyclicGraphSerialization,com.google.gson.functional.CircularReferenceTest,testDirectedAcyclicGraphSerialization,gson,104,Virtual_Pass
com.google.gson.functional.CollectionTest::testCollectionOfObjectSerialization,com.google.gson.functional.CollectionTest,testCollectionOfObjectSerialization,gson,155,Virtual_Pass
com.google.gson.functional.CollectionTest::testCollectionOfObjectSerialization,com.google.gson.functional.CollectionTest,testCollectionOfObjectSerialization,gson,158,Virtual_Pass
com.google.gson.functional.CollectionTest::testCollectionOfObjectWithNullSerialization,com.google.gson.functional.CollectionTest,testCollectionOfObjectWithNullSerialization,gson,166,Virtual_Pass
com.google.gson.functional.CollectionTest::testCollectionOfObjectWithNullSerialization,com.google.gson.functional.CollectionTest,testCollectionOfObjectWithNullSerialization,gson,169,Virtual_Pass
com.google.gson.functional.CollectionTest::testCollectionOfStringsSerialization,com.google.gson.functional.CollectionTest,testCollectionOfStringsSerialization,gson,176,Virtual_Pass
