file,line,approx,answerable,reason
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,42,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,46,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,60,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,62,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,83,False,True,
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,84,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,85,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,77,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,78,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,114,False,True,
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,117,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,132,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,133,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,134,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,129,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,143,True,True,
