file,line,approx,answerable,reason
src/java/org/apache/commons/lang/time/FastDateFormat.java,285,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,286,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,292,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,293,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,294,False,False,live_line_never_executed
src/java/org/apache/commons/lang/time/FastDateFormat.java,289,True,False,dead_code_never_executed
src/java/org/apache/commons/lang/time/FastDateFormat.java,465,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,466,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,471,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,472,False,True,
src/java/org/apache/commons/lang/time/FastDateFormat.java,473,False,False,live_line_never_executed
src/java/org/apache/commons/lang/time/FastDateFormat.java,468,True,False,dead_code_never_executed
