rank,statement_id,file,line,code,ochiai_score,tie_size,r_worst
1,S183,FastMath.java,3538,if (a < b) {,1.0,3,3
1,S184,FastMath.java,3539,return b;,1.0,3,3
1,S212,Gamma.java,155,ret = Double.NaN;,1.0,3,3
4,S1,AbstractRealDistribution.java,47,protected final RandomDataImpl randomData = new RandomDataImpl();,0.707107,84,87
4,S2,AbstractRealDistribution.java,50,private double solverAbsoluteAccuracy = SOLVER_DEFAULT_ABSOLUTE_ACCURACY;,0.707107,84,87
4,S3,AbstractRealDistribution.java,53,protected AbstractRealDistribution() { },0.707107,84,87
4,S12,Erf.java,67,if (FastMath.abs(x) > 40) {,0.707107,84,87
4,S13,Erf.java,70,"final double ret = Gamma.regularizedGammaP(0.5, x * x, 1.0e-15, 10000);",0.707107,84,87
4,S14,Erf.java,71,return x < 0 ? -ret : ret;,0.707107,84,87
4,S34,FastMath.java,375,return Math.sqrt(a);,0.707107,84,87
4,S170,FastMath.java,3020,return (x < 0.0) ? -x : (x == 0.0) ? 0.0 : x; // -0.0 => +0.0,0.707107,84,87
4,S181,FastMath.java,3535,if (a > b) {,0.707107,84,87
4,S203,Gamma.java,45,private static final double[] LANCZOS = {,0.707107,84,87
4,S204,Gamma.java,63,private static final double HALF_LOG_2_PI = 0.5 * FastMath.log(2.0 * FastMath.PI);,0.707107,84,87
4,S211,Gamma.java,154,if (Double.isNaN(a) || Double.isNaN(x) || (a <= 0.0) || (x < 0.0)) {,0.707107,84,87
4,S225,Gamma.java,186,return ret;,0.707107,84,87
4,S549,MannWhitneyUTest.java,90,final double[] z = new double[x.length + y.length];,0.707107,84,87
4,S550,MannWhitneyUTest.java,92,"System.arraycopy(x, 0, z, 0, x.length);",0.707107,84,87
4,S551,MannWhitneyUTest.java,93,"System.arraycopy(y, 0, z, x.length, y.length);",0.707107,84,87
4,S552,MannWhitneyUTest.java,95,return z;,0.707107,84,87
4,S553,MannWhitneyUTest.java,129,"ensureDataConformance(x, y);",0.707107,84,87
4,S554,MannWhitneyUTest.java,131,"final double[] z = concatenateSamples(x, y);",0.707107,84,87
4,S555,MannWhitneyUTest.java,132,final double[] ranks = naturalRanking.rank(z);,0.707107,84,87
4,S556,MannWhitneyUTest.java,134,double sumRankX = 0;,0.707107,84,87
4,S557,MannWhitneyUTest.java,140,for (int i = 0; i < x.length; ++i) {,0.707107,84,87
4,S558,MannWhitneyUTest.java,141,sumRankX += ranks[i];,0.707107,84,87
4,S559,MannWhitneyUTest.java,148,final double U1 = sumRankX - (x.length * (x.length + 1)) / 2;,0.707107,84,87
4,S560,MannWhitneyUTest.java,153,final double U2 = x.length * y.length - U1;,0.707107,84,87
4,S561,MannWhitneyUTest.java,155,"return FastMath.max(U1, U2);",0.707107,84,87
4,S562,MannWhitneyUTest.java,173,final int n1n2prod = n1 * n2;,0.707107,84,87
4,S563,MannWhitneyUTest.java,176,final double EU = n1n2prod / 2.0;,0.707107,84,87
4,S564,MannWhitneyUTest.java,177,final double VarU = n1n2prod * (n1 + n2 + 1) / 12.0;,0.707107,84,87
4,S565,MannWhitneyUTest.java,179,final double z = (Umin - EU) / FastMath.sqrt(VarU);,0.707107,84,87
4,S566,MannWhitneyUTest.java,181,"final NormalDistribution standardNormal = new NormalDistribution(0, 1);",0.707107,84,87
4,S567,MannWhitneyUTest.java,183,return 2 * standardNormal.cumulativeProbability(z);,0.707107,84,87
4,S569,MannWhitneyUTest.java,224,"final double Umax = mannWhitneyU(x, y);",0.707107,84,87
4,S570,MannWhitneyUTest.java,229,final double Umin = x.length * y.length - Umax;,0.707107,84,87
4,S571,MannWhitneyUTest.java,231,"return calculateAsymptoticPValue(Umin, x.length, y.length);",0.707107,84,87
4,S586,NaturalRanking.java,193,IntDoublePair[] ranks = new IntDoublePair[data.length];,0.707107,84,87
4,S587,NaturalRanking.java,194,for (int i = 0; i < data.length; i++) {,0.707107,84,87
4,S588,NaturalRanking.java,195,"ranks[i] = new IntDoublePair(data[i], i);",0.707107,84,87
4,S589,NaturalRanking.java,199,List<Integer> nanPositions = null;,0.707107,84,87
4,S590,NaturalRanking.java,200,switch (nanStrategy) {,0.707107,84,87
4,S591,NaturalRanking.java,211,nanPositions = getNanPositions(ranks);,0.707107,84,87
4,S592,NaturalRanking.java,212,break;,0.707107,84,87
4,S593,NaturalRanking.java,218,Arrays.sort(ranks);,0.707107,84,87
4,S594,NaturalRanking.java,222,double[] out = new double[ranks.length];,0.707107,84,87
4,S595,NaturalRanking.java,223,int pos = 1;  // position in sorted array,0.707107,84,87
4,S596,NaturalRanking.java,224,out[ranks[0].getPosition()] = pos;,0.707107,84,87
4,S597,NaturalRanking.java,225,List<Integer> tiesTrace = new ArrayList<Integer>();,0.707107,84,87
4,S598,NaturalRanking.java,226,tiesTrace.add(ranks[0].getPosition());,0.707107,84,87
4,S599,NaturalRanking.java,227,for (int i = 1; i < ranks.length; i++) {,0.707107,84,87
4,S600,NaturalRanking.java,228,"if (Double.compare(ranks[i].getValue(), ranks[i - 1].getValue()) > 0) {",0.707107,84,87
4,S601,NaturalRanking.java,230,pos = i + 1;,0.707107,84,87
4,S602,NaturalRanking.java,231,"if (tiesTrace.size() > 1) {  // if seq is nontrivial, resolve",0.707107,84,87
4,S603,NaturalRanking.java,234,tiesTrace = new ArrayList<Integer>();,0.707107,84,87
4,S604,NaturalRanking.java,235,tiesTrace.add(ranks[i].getPosition());,0.707107,84,87
4,S605,NaturalRanking.java,240,out[ranks[i].getPosition()] = pos;,0.707107,84,87
4,S606,NaturalRanking.java,242,if (tiesTrace.size() > 1) {  // handle tie sequence at end,0.707107,84,87
4,S607,NaturalRanking.java,245,if (nanStrategy == NaNStrategy.FIXED) {,0.707107,84,87
4,S608,NaturalRanking.java,246,"restoreNaNs(out, nanPositions);",0.707107,84,87
4,S609,NaturalRanking.java,248,return out;,0.707107,84,87
4,S610,NaturalRanking.java,334,switch (tiesStrategy) {,0.707107,84,87
4,S611,NaturalRanking.java,387,if (nanPositions.size() == 0) {,0.707107,84,87
4,S612,NaturalRanking.java,388,return;,0.707107,84,87
