test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.csv.CSVLexerTest::testEscapedCR,org.apache.commons.csv.CSVLexerTest,testEscapedCR,lexer,304,Virtual_Pass
org.apache.commons.csv.CSVLexerTest::testEscapedLF,org.apache.commons.csv.CSVLexerTest,testEscapedLF,lexer,310,Virtual_Pass
org.apache.commons.csv.CSVLexerTest::testEscapedTab,org.apache.commons.csv.CSVLexerTest,testEscapedTab,lexer,316,Virtual_Pass
org.apache.commons.csv.CSVLexerTest::testEscapeBackspace,org.apache.commons.csv.CSVLexerTest,testEscapeBackspace,lexer,322,Virtual_Pass
org.apache.commons.csv.CSVLexerTest::testEscapeFF,org.apache.commons.csv.CSVLexerTest,testEscapeFF,lexer,328,Virtual_Pass
org.apache.commons.csv.CSVLexerTest::testEscapedControlCharacter,org.apache.commons.csv.CSVLexerTest,testEscapedControlCharacter,lexer,348,Virtual_Pass
org.apache.commons.csv.CSVLexerTest::testEscapedControlCharacter2,org.apache.commons.csv.CSVLexerTest,testEscapedControlCharacter2,lexer,354,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testGetRecords,org.apache.commons.csv.CSVParserTest,testGetRecords,records,86,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testGetRecords,org.apache.commons.csv.CSVParserTest,testGetRecords,records,87,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testGetRecords,org.apache.commons.csv.CSVParserTest,testGetRecords,records,89,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testExcelFormat1,org.apache.commons.csv.CSVParserTest,testExcelFormat1,records,107,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testExcelFormat1,org.apache.commons.csv.CSVParserTest,testExcelFormat1,records,108,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testExcelFormat1,org.apache.commons.csv.CSVParserTest,testExcelFormat1,records,110,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testExcelFormat2,org.apache.commons.csv.CSVParserTest,testExcelFormat2,records,126,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testExcelFormat2,org.apache.commons.csv.CSVParserTest,testExcelFormat2,records,127,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testExcelFormat2,org.apache.commons.csv.CSVParserTest,testExcelFormat2,records,129,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviourExcel,org.apache.commons.csv.CSVParserTest,testEndOfFileBehaviourExcel,records,154,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviourExcel,org.apache.commons.csv.CSVParserTest,testEndOfFileBehaviourExcel,records,155,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviourExcel,org.apache.commons.csv.CSVParserTest,testEndOfFileBehaviourExcel,records,157,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviorCSV,org.apache.commons.csv.CSVParserTest,testEndOfFileBehaviorCSV,records,181,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviorCSV,org.apache.commons.csv.CSVParserTest,testEndOfFileBehaviorCSV,records,182,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviorCSV,org.apache.commons.csv.CSVParserTest,testEndOfFileBehaviorCSV,records,184,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourExcel,org.apache.commons.csv.CSVParserTest,testEmptyLineBehaviourExcel,records,205,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourExcel,org.apache.commons.csv.CSVParserTest,testEmptyLineBehaviourExcel,records,206,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourExcel,org.apache.commons.csv.CSVParserTest,testEmptyLineBehaviourExcel,records,208,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourCSV,org.apache.commons.csv.CSVParserTest,testEmptyLineBehaviourCSV,records,227,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourCSV,org.apache.commons.csv.CSVParserTest,testEmptyLineBehaviourCSV,records,228,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourCSV,org.apache.commons.csv.CSVParserTest,testEmptyLineBehaviourCSV,records,230,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testBackslashEscapingOld,org.apache.commons.csv.CSVParserTest,testBackslashEscapingOld,records,275,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testBackslashEscapingOld,org.apache.commons.csv.CSVParserTest,testBackslashEscapingOld,records,276,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testBackslashEscapingOld,org.apache.commons.csv.CSVParserTest,testBackslashEscapingOld,records,278,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testBackslashEscaping2,org.apache.commons.csv.CSVParserTest,testBackslashEscaping2,records,349,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testDefaultFormat,org.apache.commons.csv.CSVParserTest,testDefaultFormat,records,374,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testCarriageReturnLineFeedEndings,org.apache.commons.csv.CSVParserTest,testCarriageReturnLineFeedEndings,records,395,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testCarriageReturnEndings,org.apache.commons.csv.CSVParserTest,testCarriageReturnEndings,records,403,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testLineFeedEndings,org.apache.commons.csv.CSVParserTest,testLineFeedEndings,records,411,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testIgnoreEmptyLines,org.apache.commons.csv.CSVParserTest,testIgnoreEmptyLines,records,421,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testForEach,org.apache.commons.csv.CSVParserTest,testForEach,records,434,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testHeader,org.apache.commons.csv.CSVParserTest,testHeader,records,487,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testHeader,org.apache.commons.csv.CSVParserTest,testHeader,records,494,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testHeaderComment,org.apache.commons.csv.CSVParserTest,testHeaderComment,records,504,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testHeaderComment,org.apache.commons.csv.CSVParserTest,testHeaderComment,records,511,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testProvidedHeader,org.apache.commons.csv.CSVParserTest,testProvidedHeader,records,521,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testProvidedHeader,org.apache.commons.csv.CSVParserTest,testProvidedHeader,records,532,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testMappedButNotSetAsOutlook2007ContactExport,org.apache.commons.csv.CSVParserTest,testMappedButNotSetAsOutlook2007ContactExport,records,542,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testMappedButNotSetAsOutlook2007ContactExport,org.apache.commons.csv.CSVParserTest,testMappedButNotSetAsOutlook2007ContactExport,records,580,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testGetHeaderMap,org.apache.commons.csv.CSVParserTest,testGetHeaderMap,records,596,Virtual_Pass
org.apache.commons.csv.CSVParserTest::testGetHeaderMap,org.apache.commons.csv.CSVParserTest,testGetHeaderMap,records,603,Virtual_Pass
