test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.cli.BugsTest::test11457,PASS,1,1
org.apache.commons.cli.BugsTest::test11458,PASS,10,0
org.apache.commons.cli.BugsTest::test11680,PASS,0,0
org.apache.commons.cli.BugsTest::test11456,PASS,2,0
org.apache.commons.cli.BugsTest::test12210,PASS,2,2
org.apache.commons.cli.BugsTest::test13425,PASS,1,1
org.apache.commons.cli.BugsTest::test13935,PASS,0,0
org.apache.commons.cli.BugsTest::test14786,PASS,1,1
org.apache.commons.cli.BugsTest::test15046,PASS,2,1
org.apache.commons.cli.BugsTest::test15648,PASS,1,1
org.apache.commons.cli.BugsTest::test27635,PASS,0,0
org.apache.commons.cli.BugsTest::test31148,PASS,2,2
org.apache.commons.cli.BugsTest::test21215,PASS,1,1
org.apache.commons.cli.BugsTest::test19383,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testFindWrapPos,PASS,3,0
org.apache.commons.cli.HelpFormatterTest::testPrintOptions,PASS,5,5
org.apache.commons.cli.HelpFormatterTest::testAutomaticUsage,PASS,2,2
org.apache.commons.cli.HelpFormatterTest::testPrintUsage,PASS,1,1
org.apache.commons.cli.bug.BugCLI18Test::testCLI18,PASS,0,0
