test_case,test_class,test_method,variable,line,virtual_status
org.jfree.data.time.junit.TimeSeriesTests::testClone2,org.jfree.data.time.junit.TimeSeriesTests,testClone2,s1,229,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testClone2,org.jfree.data.time.junit.TimeSeriesTests,testClone2,s1,233,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testClone2,org.jfree.data.time.junit.TimeSeriesTests,testClone2,s1,235,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete2,org.jfree.data.time.junit.TimeSeriesTests,testDelete2,s1,289,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete2,org.jfree.data.time.junit.TimeSeriesTests,testDelete2,s1,290,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete3,org.jfree.data.time.junit.TimeSeriesTests,testDelete3,s1,319,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete3,org.jfree.data.time.junit.TimeSeriesTests,testDelete3,s1,320,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete3,org.jfree.data.time.junit.TimeSeriesTests,testDelete3,s1,321,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete3,org.jfree.data.time.junit.TimeSeriesTests,testDelete3,s1,322,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete3,org.jfree.data.time.junit.TimeSeriesTests,testDelete3,s1,323,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete_RegularTimePeriod,org.jfree.data.time.junit.TimeSeriesTests,testDelete_RegularTimePeriod,s1,338,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testDelete_RegularTimePeriod,org.jfree.data.time.junit.TimeSeriesTests,testDelete_RegularTimePeriod,s1,339,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testSerialization,org.jfree.data.time.junit.TimeSeriesTests,testSerialization,s1,366,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testEquals2,org.jfree.data.time.junit.TimeSeriesTests,testEquals2,s1,418,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testSetMaximumItemCount,org.jfree.data.time.junit.TimeSeriesTests,testSetMaximumItemCount,s1,625,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testSetMaximumItemCount,org.jfree.data.time.junit.TimeSeriesTests,testSetMaximumItemCount,s1,628,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testSetMaximumItemCount,org.jfree.data.time.junit.TimeSeriesTests,testSetMaximumItemCount,s1,631,Virtual_Pass
org.jfree.data.time.junit.TimeSeriesTests::testSetMaximumItemCount,org.jfree.data.time.junit.TimeSeriesTests,testSetMaximumItemCount,s1,632,Virtual_Pass
