file,line,approx,answerable
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,83,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,90,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,94,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,96,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,97,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,98,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,99,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,100,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,102,False,True
src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,89,True,True
