file,line,approx,answerable
src/main/java/org/jsoup/nodes/DocumentType.java,15,True,False
src/main/java/org/jsoup/nodes/DocumentType.java,29,True,True
src/main/java/org/jsoup/nodes/DocumentType.java,39,True,False
src/main/java/org/jsoup/nodes/DocumentType.java,40,True,False
src/main/java/org/jsoup/nodes/DocumentType.java,57,False,True
src/main/java/org/jsoup/nodes/DocumentType.java,56,True,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,23,False,True
src/main/java/org/jsoup/parser/Token.java,35,True,True
src/main/java/org/jsoup/parser/Token.java,46,True,True
src/main/java/org/jsoup/parser/Token.java,56,True,False
src/main/java/org/jsoup/parser/TokeniserState.java,1195,True,True
src/main/java/org/jsoup/parser/TokeniserState.java,1197,True,True
src/main/java/org/jsoup/parser/XmlTreeBuilder.java,100,False,True
