test_case,test_class,test_method,variable,line,virtual_status
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testNullSuppression,com.fasterxml.jackson.dataformat.xml.deser.TestViews,testNullSuppression,xml,111,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.incr.IncrementalWritingTest::testSimple,com.fasterxml.jackson.dataformat.xml.incr.IncrementalWritingTest,testSimple,xml,29,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testTwoAttributes,com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest,testTwoAttributes,xml,48,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testAttributeAndElement,com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest,testAttributeAndElement,xml,56,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testElementWrapper,com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest,testElementWrapper,xml,63,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testNoElementWrapper,com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest,testNoElementWrapper,xml,83,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest,testAsTextWithJAXB,xml,142,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest,testWithTwoAttributes,xml,99,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest::testAnnotationSharing,com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest,testAnnotationSharing,xml,47,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testParentListRoundtrip,com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest,testParentListRoundtrip,xml,106,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testSimpleWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest,testSimpleWrappedList,xml,59,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testStringList,com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest,testStringList,xml,67,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testRenamedRootItem,com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest,testRenamedRootItem,xml,76,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest::testEmptyList,com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest,testEmptyList,xml,36,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest::testEmptyList,com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest,testEmptyList,xml,38,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassProperty,com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest,testAsClassProperty,xml,87,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.misc.RootNameTest::testRootNameAnnotation,com.fasterxml.jackson.dataformat.xml.misc.RootNameTest,testRootNameAnnotation,xml,54,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testSerializeAsText,com.fasterxml.jackson.dataformat.xml.misc.TextValueTest,testSerializeAsText,xml,103,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testSerializeAsText,com.fasterxml.jackson.dataformat.xml.misc.TextValueTest,testSerializeAsText,xml,106,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testTextOnlyPojo,com.fasterxml.jackson.dataformat.xml.misc.TextValueTest,testTextOnlyPojo,xml,176,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest::testXmlTextWithSuppressedValue,com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest,testXmlTextWithSuppressedValue,xml,62,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testWithAttr,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation,testWithAttr,xml,156,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testEmptyElem,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation,testEmptyElem,xml,165,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testMultiLevel172,com.fasterxml.jackson.dataformat.xml.ser.TestIndentation,testMultiLevel172,xml,178,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleAttribute,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization,testSimpleAttribute,xml,96,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleNsElem,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization,testSimpleNsElem,xml,104,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleAttrAndElem,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization,testSimpleAttrAndElem,xml,111,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testMap,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization,testMap,xml,125,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testMap,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization,testMap,xml,133,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testCustomSerializer,com.fasterxml.jackson.dataformat.xml.ser.TestSerialization,testCustomSerializer,xml,176,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr::testSimpleNsAttr,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr,testSimpleNsAttr,xml,82,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr::testIssue19,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr,testIssue19,xml,91,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationManual::testIssue54,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationManual,testIssue54,xml,50,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationManual::testIssue54,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationManual,testIssue54,xml,54,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationOrdering::testOrdering,com.fasterxml.jackson.dataformat.xml.ser.TestSerializationOrdering,testOrdering,xml,28,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest::testSimpleElement,com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest,testSimpleElement,xml,30,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest::testSimpleAttribute,com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest,testSimpleAttribute,xml,50,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest::testSecondLevelAttribute,com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest,testSecondLevelAttribute,xml,72,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest::testAttrAndElem,com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest,testAttrAndElem,xml,94,Virtual_Pass
