test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.collections4.CollectionUtilsTest::getCardinalityMap,PASS,10,10
org.apache.commons.collections4.CollectionUtilsTest::cardinality,PASS,22,22
org.apache.commons.collections4.CollectionUtilsTest::cardinalityOfNull,PASS,14,14
org.apache.commons.collections4.CollectionUtilsTest::containsAll,PASS,15,0
org.apache.commons.collections4.CollectionUtilsTest::containsAny,PASS,13,0
org.apache.commons.collections4.CollectionUtilsTest::union,PASS,10,10
org.apache.commons.collections4.CollectionUtilsTest::intersection,PASS,10,10
org.apache.commons.collections4.CollectionUtilsTest::disjunction,PASS,10,10
org.apache.commons.collections4.CollectionUtilsTest::testDisjunctionAsUnionMinusIntersection,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testDisjunctionAsSymmetricDifference,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testSubtract,PASS,10,10
org.apache.commons.collections4.CollectionUtilsTest::testSubtractWithPredicate,PASS,5,5
org.apache.commons.collections4.CollectionUtilsTest::testIsSubCollectionOfSelf,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testIsSubCollection,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testIsSubCollection2,PASS,24,24
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionToSelf,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollection,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionReturnsFalse,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollection2,PASS,14,14
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionEquator,PASS,5,5
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionNullEquator,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::testIsProperSubCollection,PASS,11,11
org.apache.commons.collections4.CollectionUtilsTest::find,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::forAllDoCollection,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::forAllDoIterator,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::forAllDoFailure,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::forAllButLastDoCollection,PASS,9,9
org.apache.commons.collections4.CollectionUtilsTest::forAllButLastDoIterator,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::getFromMap,PASS,5,5
org.apache.commons.collections4.CollectionUtilsTest::getFromList,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::getFromIterator,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::getFromEnumeration,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::getFromIterable,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::getFromObjectArray,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::getFromPrimitiveArray,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::getFromObject,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::testSize_List,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::testSize_Map,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSize_Array,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSize_PrimitiveArray,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSize_Enumeration,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSize_Iterator,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSize_Other,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Null,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_List,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Map,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Array,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_PrimitiveArray,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Enumeration,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Iterator,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Other,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::testIsEmptyWithEmptyCollection,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testIsEmptyWithNonEmptyCollection,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testIsEmptyWithNull,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testIsNotEmptyWithEmptyCollection,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testIsNotEmptyWithNonEmptyCollection,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testIsNotEmptyWithNull,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::filter,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::filterNullParameters,PASS,6,6
org.apache.commons.collections4.CollectionUtilsTest::filterInverse,PASS,5,5
org.apache.commons.collections4.CollectionUtilsTest::filterInverseNullParameters,PASS,6,6
org.apache.commons.collections4.CollectionUtilsTest::countMatches,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::exists,PASS,6,6
org.apache.commons.collections4.CollectionUtilsTest::select,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::selectRejected,PASS,7,7
org.apache.commons.collections4.CollectionUtilsTest::partition,PASS,7,7
org.apache.commons.collections4.CollectionUtilsTest::partitionWithOutputCollections,PASS,5,5
org.apache.commons.collections4.CollectionUtilsTest::partitionMultiplePredicates,PASS,5,5
org.apache.commons.collections4.CollectionUtilsTest::collect,PASS,8,8
org.apache.commons.collections4.CollectionUtilsTest::transform1,PASS,7,7
org.apache.commons.collections4.CollectionUtilsTest::transform2,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::addIgnoreNull,PASS,7,7
org.apache.commons.collections4.CollectionUtilsTest::predicatedCollection,PASS,1,0
org.apache.commons.collections4.CollectionUtilsTest::isFull,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::isEmpty,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::maxSize,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::intersectionUsesMethodEquals,PASS,9,9
org.apache.commons.collections4.CollectionUtilsTest::testRetainAll,PASS,12,12
org.apache.commons.collections4.CollectionUtilsTest::testRemoveAll,PASS,12,12
org.apache.commons.collections4.CollectionUtilsTest::testTransformedCollection,PASS,1,0
org.apache.commons.collections4.CollectionUtilsTest::testTransformedCollection_2,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::testSynchronizedCollection,PASS,1,0
org.apache.commons.collections4.CollectionUtilsTest::testUnmodifiableCollection,PASS,1,0
org.apache.commons.collections4.CollectionUtilsTest::emptyCollection,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::emptyIfNull,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::addAllForIterable,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::addAllForEnumeration,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::addAllForElements,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::getNegative,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::getPositiveOutOfBounds,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::get1,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::get,PASS,3,3
org.apache.commons.collections4.CollectionUtilsTest::getIterator,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::getEnumeration,PASS,4,4
org.apache.commons.collections4.CollectionUtilsTest::reverse,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::extractSingleton,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::collateException1,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::collateException2,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::testCollate,PASS,7,5
org.apache.commons.collections4.CollectionUtilsTest::testCollateIgnoreDuplicates,PASS,2,2
org.apache.commons.collections4.CollectionUtilsTest::testPermutationsWithNullCollection,PASS,0,0
org.apache.commons.collections4.CollectionUtilsTest::testPermutations,PASS,1,1
org.apache.commons.collections4.CollectionUtilsTest::testMatchesAll,PASS,6,6
org.apache.commons.collections4.CollectionUtilsTest::testRemoveAllWithEquator,PASS,12,12
