test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.lang.NumberUtilsTest::testStringToIntString,PASS,2,0
org.apache.commons.lang.NumberUtilsTest::testStringToIntStringI,PASS,2,0
org.apache.commons.lang.NumberUtilsTest::testCreateNumber,PASS,20,18
org.apache.commons.lang.NumberUtilsTest::testCreateFloat,PASS,1,1
org.apache.commons.lang.NumberUtilsTest::testCreateDouble,PASS,1,1
org.apache.commons.lang.NumberUtilsTest::testCreateInteger,PASS,1,1
org.apache.commons.lang.NumberUtilsTest::testCreateLong,PASS,1,1
org.apache.commons.lang.NumberUtilsTest::testCreateBigInteger,PASS,1,1
org.apache.commons.lang.NumberUtilsTest::testCreateBigDecimal,PASS,1,1
org.apache.commons.lang.NumberUtilsTest::testMinimumLong,PASS,5,0
org.apache.commons.lang.NumberUtilsTest::testMinimumInt,PASS,5,0
org.apache.commons.lang.NumberUtilsTest::testMaximumLong,PASS,5,0
org.apache.commons.lang.NumberUtilsTest::testMaximumInt,PASS,5,0
org.apache.commons.lang.NumberUtilsTest::testCompareDouble,PASS,81,81
org.apache.commons.lang.NumberUtilsTest::testCompareFloat,PASS,81,81
org.apache.commons.lang.NumberUtilsTest::testIsDigits,PASS,6,6
org.apache.commons.lang.NumberUtilsTest::testIsNumber,PASS,82,0
org.apache.commons.lang.NumberUtilsTest::testIsNumberInvalidInput,PASS,5,5
org.apache.commons.lang.NumberUtilsTest::testPublicNoArgConstructor,PASS,0,0
