file,line,approx,answerable
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,417,False,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,440,True,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,441,True,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,575,False,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,600,True,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,601,True,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,717,False,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,732,True,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,733,True,True
src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,771,True,False
