ID, Method, Class, Line, Source, Var
-1, void setupModule(com.fasterxml.jackson.databind.Module$SetupContext), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, specialinvoke this.<com.fasterxml.jackson.databind.module.SimpleModule: void setupModule(com.fasterxml.jackson.databind.Module$SetupContext)>(context), 75, -1, (:317:-1)
-1, void setupModule(com.fasterxml.jackson.databind.Module$SetupContext), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, $stack6 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.JacksonXmlModule: com.fasterxml.jackson.databind.AnnotationIntrospector _constructIntrospector()>(), 65, -1, (:587:-1)
-1, com.fasterxml.jackson.databind.AnnotationIntrospector _constructIntrospector(), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, specialinvoke $u0.<com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector: void <init>(boolean)>($stack2), 126, -1, (:588:-1)
-1, void <init>(boolean), com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector, specialinvoke this.<com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector: void <init>()>(), 34, -1, (stack1:607:-1)
-1, void <init>(), com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization, this.<com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization: com.fasterxml.jackson.dataformat.xml.XmlMapper MAPPER> = $stack1, 14, -1, (this.MAPPER:609:-1)
-1, void testWith1Byte(), com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization, $stack3 = this.<com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization: com.fasterxml.jackson.dataformat.xml.XmlMapper MAPPER>, 24, -1, (stack3:609:-1)
-1, void testWith1Byte(), com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization, $stack2 = newarray (char)[1], 24, -1, (stack3:609:-1)
-1, void testWith1Byte(), com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization, $stack2[0] = 65, 24, -1, (stack3:609:-1)
-1, void testWith1Byte(), com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization, $stack4 = specialinvoke this.<com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization: com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization$TestPojo createPojo(char[])>($stack2), 24, -1, (stack3:609:-1)
-1, void testWith1Byte(), com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization, $stack5 = virtualinvoke $stack3.<com.fasterxml.jackson.dataformat.xml.XmlMapper: java.lang.String writeValueAsString(java.lang.Object)>($stack4), 24, -1, (stack3:609:-1)
