file,line,approx,answerable,reason
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,134,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,135,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,143,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,144,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,145,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,146,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,147,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,148,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,149,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,150,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,151,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,152,False,False,live_line_never_executed
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,153,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,154,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,155,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,156,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,157,False,False,live_line_never_executed
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,158,False,False,live_line_never_executed
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,159,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,160,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,161,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,162,False,False,live_line_never_executed
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,163,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,164,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,165,False,False,live_line_never_executed
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,166,False,False,live_line_never_executed
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,169,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,170,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,185,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,186,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,187,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,188,False,True,
src/main/java/org/apache/commons/math3/util/ContinuedFraction.java,189,False,True,
