file,line,approx,answerable
src/java/org/apache/commons/codec/binary/Base64.java,419,False,True
src/java/org/apache/commons/codec/binary/Base64.java,420,False,True
src/java/org/apache/commons/codec/binary/Base64.java,421,False,True
src/java/org/apache/commons/codec/binary/Base64.java,422,False,True
src/java/org/apache/commons/codec/binary/Base64.java,423,False,True
src/java/org/apache/commons/codec/binary/Base64.java,424,False,True
src/java/org/apache/commons/codec/binary/Base64.java,425,False,True
src/java/org/apache/commons/codec/binary/Base64InputStream.java,169,False,True
src/java/org/apache/commons/codec/binary/Base64InputStream.java,170,False,True
src/java/org/apache/commons/codec/binary/Base64InputStream.java,171,False,True
