file,line,approx,answerable
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,84,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,87,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,88,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,89,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,91,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,92,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,93,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,94,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,95,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java,155,False,True
src/java/org/apache/commons/jxpath/ri/model/jdom/JDOMAttributeIterator.java,70,False,True
src/java/org/apache/commons/jxpath/ri/model/jdom/JDOMAttributeIterator.java,74,False,True
src/java/org/apache/commons/jxpath/ri/model/jdom/JDOMAttributeIterator.java,82,False,True
src/java/org/apache/commons/jxpath/ri/model/jdom/JDOMAttributeIterator.java,117,False,True
