file,line,approx,answerable
src/main/java/org/jsoup/nodes/Element.java,140,True,False
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,315,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,337,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,347,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,355,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,378,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,420,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,476,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,517,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,569,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,570,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,581,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,618,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,649,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,689,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,315,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,319,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,339,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,353,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,372,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,398,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,399,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,402,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,531,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,538,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,574,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,598,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,633,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,662,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,675,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,699,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,711,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,721,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,731,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,745,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,768,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,772,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,774,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,887,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,897,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,926,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,954,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1007,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1018,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1089,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1173,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1240,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1244,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1246,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1269,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1271,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1277,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1296,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1383,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1388,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java,1393,False,True
src/main/java/org/jsoup/parser/Tag.java,4,True,False
src/main/java/org/jsoup/parser/Tag.java,17,True,True
src/main/java/org/jsoup/parser/Tag.java,28,True,False
src/main/java/org/jsoup/parser/Tag.java,43,True,False
