virtual_test_id,test_case,test_class,test_method,variable,line,virtual_status,slice_size,slice_path,extra_slice_paths
testGetSubtitle_pass_L267_P_1,org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,267,Virtual_Pass,6,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetSubtitle_pass_L267_P_1/slice.log,
testGetSubtitle_pass_L276_P_2,org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,276,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetSubtitle_pass_L276_P_2/slice.log,
testGetSubtitle_pass_L285_P_3,org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,285,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetSubtitle_pass_L285_P_3/slice.log,
testAddSubtitle_pass_L493_P_4,org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,493,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testAddSubtitle_pass_L493_P_4/slice.log,
testAddSubtitle_pass_L502_P_5,org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,502,Virtual_Pass,6,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testAddSubtitle_pass_L502_P_5/slice.log,
testAddSubtitle_pass_L511_P_6,org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,511,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testAddSubtitle_pass_L511_P_6/slice.log,
testGetDomainAxisIndex_pass_L737_P_7,org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex,org.jfree.chart.plot.junit.CategoryPlotTests,testGetDomainAxisIndex,pass,737,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetDomainAxisIndex_pass_L737_P_7/slice.log,
testGetRangeAxisIndex_pass_L761_P_8,org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,org.jfree.chart.plot.junit.CategoryPlotTests,testGetRangeAxisIndex,pass,761,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetRangeAxisIndex_pass_L761_P_8/slice.log,
testGetBaseSectionPaint_pass_L598_P_9,org.jfree.chart.plot.junit.PiePlotTests::testGetBaseSectionPaint,org.jfree.chart.plot.junit.PiePlotTests,testGetBaseSectionPaint,pass,598,Virtual_Pass,5,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetBaseSectionPaint_pass_L598_P_9/slice.log,
testGetIndex_pass_L202_P_10,org.jfree.data.category.junit.CategoryToPieDatasetTests::testGetIndex,org.jfree.data.category.junit.CategoryToPieDatasetTests,testGetIndex,pass,202,Virtual_Pass,24,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetIndex_pass_L202_P_10/slice.log,
testGetValue_d_L88_P_11,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue,d,88,Virtual_Pass,9,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetValue_d_L88_P_11/slice.log,
testGetValue_pass_L96_P_12,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue,pass,96,Virtual_Pass,28,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetValue_pass_L96_P_12/slice.log,
testGetValue_pass_L105_P_13,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue,pass,105,Virtual_Pass,32,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetValue_pass_L105_P_13/slice.log,
testGetValue2_pass_L120_P_14,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue2,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue2,pass,120,Virtual_Pass,14,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetValue2_pass_L120_P_14/slice.log,
testIncrementValue_d_L130_P_15,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testIncrementValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testIncrementValue,d,130,Virtual_Pass,13,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testIncrementValue_d_L130_P_15/slice.log,
testIncrementValue_d_L135_P_16,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testIncrementValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testIncrementValue,d,135,Virtual_Pass,15,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testIncrementValue_d_L135_P_16/slice.log,
testIncrementValue_pass_L145_P_17,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testIncrementValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testIncrementValue,pass,145,Virtual_Pass,30,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testIncrementValue_pass_L145_P_17/slice.log,
testIncrementValue_pass_L155_P_18,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testIncrementValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testIncrementValue,pass,155,Virtual_Pass,34,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testIncrementValue_pass_L155_P_18/slice.log,
testGetRowCount_d_L163_P_19,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetRowCount,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetRowCount,d,163,Virtual_Pass,11,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetRowCount_d_L163_P_19/slice.log,
testGetRowCount_d_L166_P_20,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetRowCount,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetRowCount,d,166,Virtual_Pass,22,/opt/resq/resQ_outputs/work/Chart_18b/step2_slicing/_slicer4j_passed/testGetRowCount_d_L166_P_20/slice.log,
