Project,BugID,File,Line,Approx,Reason
Codec,13b,StringUtils.java,70,True,dead_code_never_executed
Codec,13b,DoubleMetaphone.java,22,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,843,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,844,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,845,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,846,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,847,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,848,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,849,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,851,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,866,True,dead_code_never_executed
JacksonXml,6b,ToXmlGenerator.java,867,True,dead_code_never_executed
