test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.cli.HelpFormatterTest::testPrintSortedUsage,org.apache.commons.cli.HelpFormatterTest,testPrintSortedUsage,out,286,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testPrintSortedUsageWithNullComparator,org.apache.commons.cli.HelpFormatterTest,testPrintSortedUsageWithNullComparator,out,302,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testPrintOptionGroupUsage,org.apache.commons.cli.HelpFormatterTest,testPrintOptionGroupUsage,out,320,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testPrintRequiredOptionGroupUsage,org.apache.commons.cli.HelpFormatterTest,testPrintRequiredOptionGroupUsage,out,339,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testPrintOptionWithEmptyArgNameUsage,org.apache.commons.cli.HelpFormatterTest,testPrintOptionWithEmptyArgNameUsage,out,356,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testDefaultArgName,org.apache.commons.cli.HelpFormatterTest,testDefaultArgName,out,372,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testHeaderStartingWithLineSeparator,org.apache.commons.cli.HelpFormatterTest,testHeaderStartingWithLineSeparator,out,422,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testOptionWithoutShortFormat,org.apache.commons.cli.HelpFormatterTest,testOptionWithoutShortFormat,out,462,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testOptionWithoutShortFormat2,org.apache.commons.cli.HelpFormatterTest,testOptionWithoutShortFormat2,out,524,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testHelpWithLongOptSeparator,org.apache.commons.cli.HelpFormatterTest,testHelpWithLongOptSeparator,out,557,Virtual_Pass
org.apache.commons.cli.HelpFormatterTest::testUsageWithLongOptSeparator,org.apache.commons.cli.HelpFormatterTest,testUsageWithLongOptSeparator,out,581,Virtual_Pass
