file,line,approx,answerable
src/main/java/org/apache/commons/lang3/StringUtils.java,1376,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1377,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1381,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1382,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1383,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1443,False,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1455,False,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1457,False,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1497,False,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1533,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1534,True,False
src/main/java/org/apache/commons/lang3/StringUtils.java,1539,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1540,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1576,False,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1578,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1678,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1679,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1683,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1684,True,True
src/main/java/org/apache/commons/lang3/StringUtils.java,1686,True,True
