test_case,result,assertx_calls_found,assertx_calls_counted
com.fasterxml.jackson.dataformat.xml.RoundtripContentTest::testRoundtrip,PASS,0,0
com.fasterxml.jackson.dataformat.xml.adapters.TestIssue47Attribute::testEmptyStringFromElemAndAttr,PASS,3,3
com.fasterxml.jackson.dataformat.xml.deser.TestBinaryData::testTwoBinaryProps,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testRoundTripWithJacksonExample,PASS,1,1
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testFromAttribute,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testMapWithAttr,PASS,1,1
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testOptionalAttr,PASS,3,3
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testMissingOptionalAttr,PASS,3,3
com.fasterxml.jackson.dataformat.xml.deser.TestEnums::testEnum,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testSimpleStringElement,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testMissingString,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testStringWithAttribute,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testStringsWithAttribute,PASS,3,3
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testStringArrayWithAttribute,PASS,5,5
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testEmptyElementToString,PASS,2,2
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,PASS,5,5
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testNullSuppression,PASS,1,1
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue44,PASS,1,1
com.fasterxml.jackson.dataformat.xml.incr.PartialReadTest::testSimpleRead,PASS,14,14
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test::testPolyIdList178,PASS,5,5
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testRootName,PASS,2,2
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testSerializeAsAttr,PASS,2,2
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,PASS,3,3
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testPersonAsXml,PASS,1,1
com.fasterxml.jackson.dataformat.xml.lists.DeserializePolyList178Test::testPolyIdList178,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.EmptyListDeserTest::testEmptyList,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testOptionalsWithMissingType,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,PASS,3,3
com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest::testAnnotationSharing,PASS,2,2
com.fasterxml.jackson.dataformat.xml.lists.ListAsObjectTest::testCollection,PASS,4,4
com.fasterxml.jackson.dataformat.xml.lists.ListDeser191Test::testListDeser,PASS,3,3
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,PASS,6,6
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListBeanDeser,PASS,6,6
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithAttribute,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testUnwrappedListBeanDeser,PASS,6,6
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testParentListRoundtrip,PASS,9,9
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testListWithAttrOnlyValues,PASS,7,7
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testOptionals,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedLists180Test::testNestedUnwrappedLists180,PASS,6,6
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested1_2,PASS,9,9
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty,PASS,3,3
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty2,PASS,5,5
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested1_2b,PASS,10,10
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested2_1,PASS,8,8
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testRenamedRootItem,PASS,1,1
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testListSerialization,PASS,0,0
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testArraySerialization,PASS,0,0
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListWithEmptyCData129Test::testListWithEmptyCData,PASS,0,0
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testWrappedLists,PASS,4,4
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testUnwrappedLists,PASS,4,4
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrapping,PASS,6,6
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrappingWithEmptyLists,PASS,4,4
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testOptionalsWithMissingType,PASS,5,5
com.fasterxml.jackson.dataformat.xml.misc.EmptyPolymorphicTest::testEmpty,PASS,1,1
com.fasterxml.jackson.dataformat.xml.misc.NodeTest::testMixed,PASS,0,0
com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test::testSimpleCollectionDeserWithForwardRefs,PASS,2,2
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassProperty,PASS,4,4
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassObject,PASS,3,3
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsPropertyWithObjectId,PASS,3,3
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testSerializeAsText,PASS,2,2
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testDeserializeAsText,PASS,2,2
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testIssue24,PASS,3,3
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testAlternateTextElementName,PASS,1,1
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testIssue66,PASS,3,3
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testTextOnlyPojo,PASS,4,4
