test_case,result,assertx_calls_found,assertx_calls_counted
com.fasterxml.jackson.core.TestExceptions::testOriginalMesssage,PASS,2,2
com.fasterxml.jackson.core.TestExceptions::testAccessToParser,PASS,5,5
com.fasterxml.jackson.core.TestExceptions::testAccessToGenerator,PASS,2,2
com.fasterxml.jackson.core.TestJDKSerializability::testJsonFactorySerializable,PASS,4,4
com.fasterxml.jackson.core.TestJDKSerializability::testBase64Variant,PASS,1,1
com.fasterxml.jackson.core.TestJDKSerializability::testPrettyPrinter,PASS,1,1
com.fasterxml.jackson.core.TestVersions::testCoreVersions,PASS,0,0
com.fasterxml.jackson.core.base64.TestBase64Generation::testStreamingWrites,PASS,0,0
com.fasterxml.jackson.core.base64.TestBase64Generation::testIssue55,PASS,2,2
com.fasterxml.jackson.core.base64.TestBase64Parsing::testBase64UsingInputStream,PASS,0,0
com.fasterxml.jackson.core.base64.TestBase64Parsing::testBase64UsingReader,PASS,0,0
com.fasterxml.jackson.core.base64.TestBase64Parsing::testStreaming,PASS,0,0
com.fasterxml.jackson.core.base64.TestJsonParserBinary::testSimple,PASS,0,0
com.fasterxml.jackson.core.base64.TestJsonParserBinary::testInArray,PASS,0,0
com.fasterxml.jackson.core.base64.TestJsonParserBinary::testWithEscaped,PASS,0,0
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testNonFiltering,PASS,1,1
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testSingleMatchFilteringWithoutPath,PASS,2,2
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testSingleMatchFilteringWithPath,PASS,5,5
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testSingleMatchFilteringWithPathSkippedArray,PASS,5,5
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testSingleMatchFilteringWithPathAlternate1,PASS,1,1
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testSingleMatchFilteringWithPathRawBinary,PASS,1,1
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest::testMultipleMatchFilteringWithPath1,PASS,1,1
