file,line,approx,answerable,reason
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,258,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,270,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,278,False,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,316,False,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,324,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,346,False,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,344,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,365,False,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,421,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,423,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,424,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,434,True,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,442,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,443,False,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,444,False,True,
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,445,False,False,live_line_never_executed
