file,line,approx,answerable,reason
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,53,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,58,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,59,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,64,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,65,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,66,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,67,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,68,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,70,False,False,live_line_never_executed
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,76,False,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,57,True,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,62,True,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,72,True,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,74,True,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,75,True,True,
