test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.compress.compressors.BZip2TestCase::testConcatenatedStreamsReadFirstOnly,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFirstOnly,in,79,Virtual_Pass
org.apache.commons.compress.compressors.BZip2TestCase::testConcatenatedStreamsReadFirstOnly,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFirstOnly,in,80,Virtual_Pass
org.apache.commons.compress.compressors.BZip2TestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFully,in,96,Virtual_Pass
org.apache.commons.compress.compressors.BZip2TestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFully,in,97,Virtual_Pass
org.apache.commons.compress.compressors.BZip2TestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFully,in,98,Virtual_Pass
org.apache.commons.compress.compressors.BZip2TestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFully,in,99,Virtual_Pass
org.apache.commons.compress.compressors.GZipTestCase::testConcatenatedStreamsReadFirstOnly,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFirstOnly,in,82,Virtual_Pass
org.apache.commons.compress.compressors.GZipTestCase::testConcatenatedStreamsReadFirstOnly,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFirstOnly,in,83,Virtual_Pass
org.apache.commons.compress.compressors.GZipTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFully,in,99,Virtual_Pass
org.apache.commons.compress.compressors.GZipTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFully,in,100,Virtual_Pass
org.apache.commons.compress.compressors.GZipTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFully,in,101,Virtual_Pass
org.apache.commons.compress.compressors.GZipTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFully,in,102,Virtual_Pass
org.apache.commons.compress.compressors.XZTestCase::testConcatenatedStreamsReadFirstOnly,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFirstOnly,in,79,Virtual_Pass
org.apache.commons.compress.compressors.XZTestCase::testConcatenatedStreamsReadFirstOnly,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFirstOnly,in,80,Virtual_Pass
org.apache.commons.compress.compressors.XZTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFully,in,96,Virtual_Pass
org.apache.commons.compress.compressors.XZTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFully,in,97,Virtual_Pass
org.apache.commons.compress.compressors.XZTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFully,in,98,Virtual_Pass
org.apache.commons.compress.compressors.XZTestCase::testConcatenatedStreamsReadFully,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFully,in,99,Virtual_Pass
