rank,statement_id,file,line,code,ochiai_score,tie_size,r_worst
1,S72,BaseNCodecInputStream.java,41,this.doEncode = doEncode;,0.790569,1,1
2,S46,BaseNCodec.java,82,protected final byte PAD = PAD_DEFAULT; // instance variable just in case it needs to vary later,0.734847,9,10
2,S47,BaseNCodec.java,143,"protected BaseNCodec(int unencodedBlockSize, int encodedBlockSize, int lineLength, int chunkSeparatorLength){",0.734847,9,10
2,S48,BaseNCodec.java,144,this.unencodedBlockSize = unencodedBlockSize;,0.734847,9,10
2,S49,BaseNCodec.java,145,this.encodedBlockSize = encodedBlockSize;,0.734847,9,10
2,S50,BaseNCodec.java,146,this.lineLength = (lineLength > 0  && chunkSeparatorLength > 0) ? (lineLength / encodedBlockSize) * encodedBlockSize : 0;,0.734847,9,10
2,S51,BaseNCodec.java,147,this.chunkSeparatorLength = chunkSeparatorLength;,0.734847,9,10
2,S70,BaseNCodecInputStream.java,37,private final byte[] singleByte = new byte[1];,0.734847,9,10
2,S71,BaseNCodecInputStream.java,40,super(in);,0.734847,9,10
2,S73,BaseNCodecInputStream.java,42,this.baseNCodec = baseNCodec;,0.734847,9,10
11,S24,Base32InputStream.java,48,"this(in, false);",0.559017,17,27
11,S25,Base32InputStream.java,61,"super(in, new Base32(false), doEncode);",0.559017,17,27
11,S26,Base64.java,71,"static final byte[] CHUNK_SEPARATOR = {'\r', '\n'};",0.559017,17,27
11,S27,Base64.java,80,private static final byte[] STANDARD_ENCODE_TABLE = {,0.559017,17,27
11,S28,Base64.java,112,private static final byte[] DECODE_TABLE = {,0.559017,17,27
11,S29,Base64.java,140,private final byte[] decodeTable = DECODE_TABLE;,0.559017,17,27
11,S30,Base64.java,195,"this(MIME_CHUNK_SIZE, CHUNK_SEPARATOR, urlSafe);",0.559017,17,27
11,S31,Base64.java,272,"super(BYTES_PER_UNENCODED_BLOCK, BYTES_PER_ENCODED_BLOCK,",0.559017,17,27
11,S32,Base64.java,278,if (containsAlphabetOrPad(lineSeparator)) {,0.559017,17,27
