test_case,test_class,test_method,variable,line,virtual_status
com.google.gson.JsonObjectTest::testPropertyWithQuotes,com.google.gson.JsonObjectTest,testPropertyWithQuotes,json,117,Virtual_Pass
com.google.gson.functional.ArrayTest::testNullsInArraySerialization,com.google.gson.functional.ArrayTest,testNullsInArraySerialization,json,88,Virtual_Pass
com.google.gson.functional.ArrayTest::testSingleNullInArraySerialization,com.google.gson.functional.ArrayTest,testSingleNullInArraySerialization,json,104,Virtual_Pass
com.google.gson.functional.ArrayTest::testNullsInArrayWithSerializeNullPropertySetSerialization,com.google.gson.functional.ArrayTest,testNullsInArrayWithSerializeNullPropertySetSerialization,json,117,Virtual_Pass
com.google.gson.functional.ArrayTest::testArrayOfCollectionSerialization,com.google.gson.functional.ArrayTest,testArrayOfCollectionSerialization,json,167,Virtual_Pass
com.google.gson.functional.ArrayTest::testArrayOfPrimitivesAsObjectsSerialization,com.google.gson.functional.ArrayTest,testArrayOfPrimitivesAsObjectsSerialization,json,183,Virtual_Pass
com.google.gson.functional.ArrayTest::testArrayOfPrimitivesAsObjectsSerialization,com.google.gson.functional.ArrayTest,testArrayOfPrimitivesAsObjectsSerialization,json,184,Virtual_Pass
com.google.gson.functional.ArrayTest::testArrayOfPrimitivesAsObjectsSerialization,com.google.gson.functional.ArrayTest,testArrayOfPrimitivesAsObjectsSerialization,json,185,Virtual_Pass
com.google.gson.functional.ArrayTest::testObjectArrayWithNonPrimitivesSerialization,com.google.gson.functional.ArrayTest,testObjectArrayWithNonPrimitivesSerialization,json,207,Virtual_Pass
com.google.gson.functional.ArrayTest::testObjectArrayWithNonPrimitivesSerialization,com.google.gson.functional.ArrayTest,testObjectArrayWithNonPrimitivesSerialization,json,208,Virtual_Pass
com.google.gson.functional.ArrayTest::testArrayOfNullSerialization,com.google.gson.functional.ArrayTest,testArrayOfNullSerialization,json,214,Virtual_Pass
com.google.gson.functional.ArrayTest::testMultidimenstionalArraysSerialization,com.google.gson.functional.ArrayTest,testMultidimenstionalArraysSerialization,json,231,Virtual_Pass
com.google.gson.functional.ArrayTest::testMultidimenstionalArraysSerialization,com.google.gson.functional.ArrayTest,testMultidimenstionalArraysSerialization,json,232,Virtual_Pass
com.google.gson.functional.CircularReferenceTest::testSelfReferenceIgnoredInSerialization,com.google.gson.functional.CircularReferenceTest,testSelfReferenceIgnoredInSerialization,json,64,Virtual_Pass
com.google.gson.functional.CollectionTest::testTopLevelCollectionOfIntegersSerialization,com.google.gson.functional.CollectionTest,testTopLevelCollectionOfIntegersSerialization,json,65,Virtual_Pass
com.google.gson.functional.CollectionTest::testLinkedListSerialization,com.google.gson.functional.CollectionTest,testLinkedListSerialization,json,99,Virtual_Pass
com.google.gson.functional.CollectionTest::testLinkedListSerialization,com.google.gson.functional.CollectionTest,testLinkedListSerialization,json,100,Virtual_Pass
com.google.gson.functional.CollectionTest::testQueueSerialization,com.google.gson.functional.CollectionTest,testQueueSerialization,json,117,Virtual_Pass
com.google.gson.functional.CollectionTest::testQueueSerialization,com.google.gson.functional.CollectionTest,testQueueSerialization,json,118,Virtual_Pass
com.google.gson.functional.CollectionTest::testPriorityQueue,com.google.gson.functional.CollectionTest,testPriorityQueue,json,138,Virtual_Pass
com.google.gson.functional.CollectionTest::testVector,com.google.gson.functional.CollectionTest,testVector,json,149,Virtual_Pass
com.google.gson.functional.CollectionTest::testStack,com.google.gson.functional.CollectionTest,testStack,json,160,Virtual_Pass
com.google.gson.functional.CollectionTest::testNullsInListSerialization,com.google.gson.functional.CollectionTest,testNullsInListSerialization,json,171,Virtual_Pass
com.google.gson.functional.CollectionTest::testRawCollectionSerialization,com.google.gson.functional.CollectionTest,testRawCollectionSerialization,json,249,Virtual_Pass
com.google.gson.functional.CollectionTest::testWildcardPrimitiveCollectionSerilaization,com.google.gson.functional.CollectionTest,testWildcardPrimitiveCollectionSerilaization,json,284,Virtual_Pass
com.google.gson.functional.CollectionTest::testWildcardPrimitiveCollectionSerilaization,com.google.gson.functional.CollectionTest,testWildcardPrimitiveCollectionSerilaization,json,287,Virtual_Pass
com.google.gson.functional.CollectionTest::testWildcardCollectionField,com.google.gson.functional.CollectionTest,testWildcardCollectionField,json,308,Virtual_Pass
com.google.gson.functional.CollectionTest::testWildcardCollectionField,com.google.gson.functional.CollectionTest,testWildcardCollectionField,json,309,Virtual_Pass
com.google.gson.functional.CollectionTest::testFieldIsArrayList,com.google.gson.functional.CollectionTest,testFieldIsArrayList,json,323,Virtual_Pass
com.google.gson.functional.CollectionTest::testSetSerialization,com.google.gson.functional.CollectionTest,testSetSerialization,json,384,Virtual_Pass
com.google.gson.functional.CollectionTest::testSetSerialization,com.google.gson.functional.CollectionTest,testSetSerialization,json,385,Virtual_Pass
com.google.gson.functional.CustomSerializerTest::testSerializerReturnsNull,com.google.gson.functional.CustomSerializerTest,testSerializerReturnsNull,json,100,Virtual_Pass
