test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.cli.ApplicationTest::testLs,PASS,2,1
org.apache.commons.cli.ApplicationTest::testAnt,PASS,6,5
org.apache.commons.cli.ArgumentIsOptionTest::testOptionAndOptionWithArgument,PASS,4,0
org.apache.commons.cli.ArgumentIsOptionTest::testOptionWithArgument,PASS,4,0
org.apache.commons.cli.ArgumentIsOptionTest::testOption,PASS,3,0
org.apache.commons.cli.BugsTest::test11457,PASS,1,1
org.apache.commons.cli.BugsTest::test11458,PASS,10,0
org.apache.commons.cli.BugsTest::test11680,PASS,0,0
org.apache.commons.cli.BugsTest::test11456,PASS,2,0
org.apache.commons.cli.BugsTest::test12210,PASS,2,2
org.apache.commons.cli.BugsTest::test13425,PASS,1,1
org.apache.commons.cli.BugsTest::test13935,PASS,0,0
org.apache.commons.cli.BugsTest::test14786,PASS,1,1
org.apache.commons.cli.BugsTest::test15046,PASS,2,1
org.apache.commons.cli.BugsTest::test15648,PASS,1,1
org.apache.commons.cli.BugsTest::test27635,PASS,0,0
org.apache.commons.cli.BugsTest::test31148,PASS,2,2
org.apache.commons.cli.BugsTest::test21215,PASS,1,1
org.apache.commons.cli.BugsTest::test19383,PASS,1,1
org.apache.commons.cli.OptionGroupTest::testSingleOptionFromGroup,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testSingleOption,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testTwoValidOptions,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testSingleLongOption,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testTwoValidLongOptions,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testNoOptionsExtraArgs,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromGroup,PASS,3,0
org.apache.commons.cli.OptionGroupTest::testTwoLongOptionsFromGroup,PASS,3,0
org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromDifferentGroup,PASS,6,0
org.apache.commons.cli.OptionGroupTest::testValidLongOnlyOptions,PASS,2,0
org.apache.commons.cli.OptionGroupTest::testToString,PASS,0,0
org.apache.commons.cli.OptionsTest::testSimple,PASS,2,2
org.apache.commons.cli.OptionsTest::testDuplicateSimple,PASS,1,0
org.apache.commons.cli.OptionsTest::testLong,PASS,2,2
org.apache.commons.cli.OptionsTest::testDuplicateLong,PASS,1,0
org.apache.commons.cli.OptionsTest::testHelpOptions,PASS,2,0
org.apache.commons.cli.OptionsTest::testMissingOptionException,PASS,1,1
org.apache.commons.cli.OptionsTest::testMissingOptionsException,PASS,1,1
org.apache.commons.cli.OptionsTest::testToString,PASS,3,0
org.apache.commons.cli.ParseRequiredTest::testWithRequiredOption,PASS,4,0
org.apache.commons.cli.ParseRequiredTest::testOptionAndRequiredOption,PASS,4,0
org.apache.commons.cli.ParseRequiredTest::testMissingRequiredOption,PASS,2,1
org.apache.commons.cli.ParseRequiredTest::testMissingRequiredOptions,PASS,3,2
org.apache.commons.cli.ParseRequiredTest::testReuseOptionsTwice,PASS,0,0
org.apache.commons.cli.PatternOptionBuilderTest::testSimplePattern,PASS,19,11
org.apache.commons.cli.PatternOptionBuilderTest::testEmptyPattern,PASS,1,1
org.apache.commons.cli.PatternOptionBuilderTest::testUntypedPattern,PASS,6,3
org.apache.commons.cli.PatternOptionBuilderTest::testNumberPattern,PASS,5,4
org.apache.commons.cli.PatternOptionBuilderTest::testClassPattern,PASS,2,1
org.apache.commons.cli.PatternOptionBuilderTest::testObjectPattern,PASS,3,0
org.apache.commons.cli.PatternOptionBuilderTest::testURLPattern,PASS,2,1
org.apache.commons.cli.PatternOptionBuilderTest::testExistingFilePattern,PASS,1,1
org.apache.commons.cli.PatternOptionBuilderTest::testRequiredOption,PASS,2,2
org.apache.commons.cli.PosixParserTest::testSimpleShort,PASS,4,0
org.apache.commons.cli.PosixParserTest::testSimpleLong,PASS,5,0
