file,line,approx,answerable
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,47,True,False
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,108,True,False
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,117,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,118,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,119,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,120,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,121,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,122,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,123,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,116,True,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,132,True,False
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,141,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,142,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,143,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,144,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,145,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,146,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,147,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,148,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,149,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,150,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,151,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,139,True,False
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,159,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,160,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,161,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,162,False,True
src/java/org/apache/commons/jxpath/ri/NamespaceResolver.java,200,False,True
src/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java,29,True,False
src/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java,61,True,False
src/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java,189,True,False
src/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java,415,False,True
