test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,43,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,44,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,45,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,46,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,47,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,48,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,49,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareBA,org.apache.commons.compress.ArchiveUtilsTest,testCompareBA,ArchiveUtils,50,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareAscii,org.apache.commons.compress.ArchiveUtilsTest,testCompareAscii,ArchiveUtils,57,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareAscii,org.apache.commons.compress.ArchiveUtilsTest,testCompareAscii,ArchiveUtils,58,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareAscii,org.apache.commons.compress.ArchiveUtilsTest,testCompareAscii,ArchiveUtils,59,Virtual_Pass
org.apache.commons.compress.ArchiveUtilsTest::testCompareAscii,org.apache.commons.compress.ArchiveUtilsTest,testCompareAscii,ArchiveUtils,60,Virtual_Pass
