ID, Method, Class, Line, Source, Var
-1, void setupModule(com.fasterxml.jackson.databind.Module$SetupContext), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, specialinvoke this.<com.fasterxml.jackson.databind.module.SimpleModule: void setupModule(com.fasterxml.jackson.databind.Module$SetupContext)>(context), 75, -1, (:320:-1)
-1, void setupModule(com.fasterxml.jackson.databind.Module$SetupContext), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, $stack6 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.JacksonXmlModule: com.fasterxml.jackson.databind.AnnotationIntrospector _constructIntrospector()>(), 65, -1, (:976:-1)
-1, com.fasterxml.jackson.databind.AnnotationIntrospector _constructIntrospector(), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, specialinvoke $u0.<com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector: void <init>(boolean)>($stack2), 126, -1, (:977:-1)
-1, void <init>(boolean), com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector, specialinvoke this.<com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector: void <init>()>(), 34, -1, (stack1:997:-1)
-1, void <init>(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest, this.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest: com.fasterxml.jackson.dataformat.xml.XmlMapper MAPPER> = $stack1, 254, -1, (this.MAPPER:1016:-1)
-1, void testPOJOConfigResolution1557(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest, $stack6 = this.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest: com.fasterxml.jackson.dataformat.xml.XmlMapper MAPPER>, 360, -1, (stack6:1017:-1)
-1, void testPOJOConfigResolution1557(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest, $stack7 = virtualinvoke $stack6.<com.fasterxml.jackson.dataformat.xml.XmlMapper: java.lang.Object readValue(java.lang.String;java.lang.Class)>("<ValueFoo><value>1</value></ValueFoo>"; class "Lcom/fasterxml/jackson/dataformat/xml/deser/builder/BuilderSimpleTest$ValueFoo;"), 360, -1, (stack7:1638:-1)
-1, com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$BuildFoo fooValue(int), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$BuildFoo, this.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$BuildFoo: int value> = v, 123, -1, (this.value:1616:-1)
-1, com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo construct(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$BuildFoo, $stack2 = this.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$BuildFoo: int value>, 127, -1, (v:1619:-1)
-1, com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo construct(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$BuildFoo, specialinvoke $stack1.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo: void <init>(int)>($stack2), 127, -1, (v:1619:-1)
-1, void <init>(int), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo, this.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo: int value> = v, 115, -1, (value.value:1639:-1)
-1, void testPOJOConfigResolution1557(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest, value = (com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo) $stack7, 360, -1, (value:1639:-1)
-1, void testPOJOConfigResolution1557(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest, $stack8 = value.<com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest$ValueFoo: int value>, 361, -1, (stack8:1640:-1)
-1, void testPOJOConfigResolution1557(), com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest, staticinvoke <com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest: void assertEquals(int;int)>(1; $stack8), 361, -1, (value:1639:-1)
