test_case,result,assertx_calls_found,assertx_calls_counted
org.jfree.chart.junit.JFreeChartTests::testEquals,PASS,26,26
org.jfree.chart.junit.JFreeChartTests::testEquals2,PASS,2,2
org.jfree.chart.junit.JFreeChartTests::testSubtitleCount,PASS,1,1
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,PASS,4,4
org.jfree.chart.junit.JFreeChartTests::testSerialization1,PASS,2,2
org.jfree.chart.junit.JFreeChartTests::testSerialization2,PASS,1,1
org.jfree.chart.junit.JFreeChartTests::testSerialization3,PASS,1,1
org.jfree.chart.junit.JFreeChartTests::testSerialization4,PASS,1,1
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,PASS,5,5
org.jfree.chart.junit.JFreeChartTests::testGetSubtitles,PASS,2,2
org.jfree.chart.junit.JFreeChartTests::testLegendEvents,PASS,1,1
org.jfree.chart.junit.JFreeChartTests::testTitleChangeEvent,PASS,4,4
org.jfree.chart.plot.junit.XYPlotTests::testEquals,PASS,79,79
org.jfree.chart.plot.junit.XYPlotTests::testCloning,PASS,3,3
org.jfree.chart.plot.junit.XYPlotTests::testCloning2,PASS,3,3
org.jfree.chart.plot.junit.XYPlotTests::testCloning_QuadrantOrigin,PASS,4,4
org.jfree.chart.plot.junit.XYPlotTests::testCloning_QuadrantPaint,PASS,5,5
org.jfree.chart.plot.junit.XYPlotTests::testCloneIndependence,PASS,21,21
org.jfree.chart.plot.junit.XYPlotTests::testSetNullRenderer,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testSerialization1,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testSerialization2,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testSerialization3,PASS,2,2
org.jfree.chart.plot.junit.XYPlotTests::testSerialization4,PASS,2,2
org.jfree.chart.plot.junit.XYPlotTests::testSerialization5,PASS,9,9
org.jfree.chart.plot.junit.XYPlotTests::testGetRendererForDataset,PASS,5,5
org.jfree.chart.plot.junit.XYPlotTests::testGetLegendItems,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testSetRenderer,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testRemoveAnnotation,PASS,3,3
org.jfree.chart.plot.junit.XYPlotTests::testAddDomainMarker,PASS,2,2
org.jfree.chart.plot.junit.XYPlotTests::testAddRangeMarker,PASS,2,2
org.jfree.chart.plot.junit.XYPlotTests::test1654215,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testDrawRangeGridlines,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testDrawSeriesWithZeroItems,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testRemoveDomainMarker,PASS,1,1
org.jfree.chart.plot.junit.XYPlotTests::testRemoveRangeMarker,PASS,1,1
org.jfree.data.time.junit.MovingAverageTests::test1,PASS,8,8
org.jfree.data.time.junit.TimeSeriesCollectionTests::testEquals,PASS,5,0
org.jfree.data.time.junit.TimeSeriesCollectionTests::testRemoveSeries,PASS,1,1
org.jfree.data.time.junit.TimeSeriesCollectionTests::testGetSurroundingItems,PASS,20,20
org.jfree.data.time.junit.TimeSeriesCollectionTests::testSerialization,PASS,1,1
org.jfree.data.time.junit.TimeSeriesCollectionTests::test1170825,PASS,1,1
org.jfree.data.time.junit.TimeSeriesCollectionTests::testIndexOf,PASS,9,9
org.jfree.data.time.junit.TimeSeriesTests::testClone,PASS,6,6
org.jfree.data.time.junit.TimeSeriesTests::testClone2,PASS,3,3
org.jfree.data.time.junit.TimeSeriesTests::testAddValue,PASS,1,1
org.jfree.data.time.junit.TimeSeriesTests::testGetValue,PASS,2,2
org.jfree.data.time.junit.TimeSeriesTests::testDelete,PASS,2,2
org.jfree.data.time.junit.TimeSeriesTests::testDelete2,PASS,4,4
org.jfree.data.time.junit.TimeSeriesTests::testSerialization,PASS,1,1
org.jfree.data.time.junit.TimeSeriesTests::testEquals,PASS,8,0
org.jfree.data.time.junit.TimeSeriesTests::testEquals2,PASS,1,1
org.jfree.data.time.junit.TimeSeriesTests::testCreateCopy1,PASS,15,15
org.jfree.data.time.junit.TimeSeriesTests::testCreateCopy2,PASS,12,12
org.jfree.data.time.junit.TimeSeriesTests::testSetMaximumItemCount,PASS,3,3
org.jfree.data.time.junit.TimeSeriesTests::testAddOrUpdate,PASS,4,4
org.jfree.data.time.junit.TimeSeriesTests::testBug1075255,PASS,2,2
org.jfree.data.time.junit.TimeSeriesTests::testBug1832432,PASS,4,4
org.jfree.data.time.junit.TimeSeriesTests::testGetIndex,PASS,9,9
org.jfree.data.time.junit.TimeSeriesTests::testGetDataItem1,PASS,4,4
org.jfree.data.time.junit.TimeSeriesTests::testGetDataItem2,PASS,2,2
org.jfree.data.time.junit.TimeSeriesTests::testRemoveAgedItems,PASS,12,12
org.jfree.data.time.junit.TimeSeriesTests::testRemoveAgedItems2,PASS,14,14
org.jfree.data.time.junit.TimeSeriesTests::testHashCode,PASS,10,10
