virtual_test_id,test_case,test_class,test_method,variable,line,virtual_status,slice_size,slice_path,extra_slice_paths
testYahooArticle_doc_L145_F_1,org.jsoup.integration.ParseTest::testYahooArticle,org.jsoup.integration.ParseTest,testYahooArticle,doc,145,Virtual_Fail,0,,
testSmhBizArticle_doc_L26_P_1,org.jsoup.integration.ParseTest::testSmhBizArticle,org.jsoup.integration.ParseTest,testSmhBizArticle,doc,26,Virtual_Pass,0,,
testSmhBizArticle_doc_L28_P_2,org.jsoup.integration.ParseTest::testSmhBizArticle,org.jsoup.integration.ParseTest,testSmhBizArticle,doc,28,Virtual_Pass,0,,
testNewsHomepage_doc_L40_P_3,org.jsoup.integration.ParseTest::testNewsHomepage,org.jsoup.integration.ParseTest,testNewsHomepage,doc,40,Virtual_Pass,0,,
testNewsHomepage_doc_L41_P_4,org.jsoup.integration.ParseTest::testNewsHomepage,org.jsoup.integration.ParseTest,testNewsHomepage,doc,41,Virtual_Pass,0,,
testGoogleSearchIpod_doc_L58_P_5,org.jsoup.integration.ParseTest::testGoogleSearchIpod,org.jsoup.integration.ParseTest,testGoogleSearchIpod,doc,58,Virtual_Pass,0,,
testBinary_doc_L73_P_6,org.jsoup.integration.ParseTest::testBinary,org.jsoup.integration.ParseTest,testBinary,doc,73,Virtual_Pass,0,,
testYahooJp_doc_L80_P_7,org.jsoup.integration.ParseTest::testYahooJp,org.jsoup.integration.ParseTest,testYahooJp,doc,80,Virtual_Pass,0,,
testBaidu_doc_L103_P_8,org.jsoup.integration.ParseTest::testBaidu,org.jsoup.integration.ParseTest,testBaidu,doc,103,Virtual_Pass,0,,
testBaidu_doc_L104_P_9,org.jsoup.integration.ParseTest::testBaidu,org.jsoup.integration.ParseTest,testBaidu,doc,104,Virtual_Pass,0,,
testBaidu_doc_L107_P_10,org.jsoup.integration.ParseTest::testBaidu,org.jsoup.integration.ParseTest,testBaidu,doc,107,Virtual_Pass,0,,
testHtml5Charset_doc_L116_P_11,org.jsoup.integration.ParseTest::testHtml5Charset,org.jsoup.integration.ParseTest,testHtml5Charset,doc,116,Virtual_Pass,0,,
testHtml5Charset_doc_L117_P_12,org.jsoup.integration.ParseTest::testHtml5Charset,org.jsoup.integration.ParseTest,testHtml5Charset,doc,117,Virtual_Pass,0,,
testHtml5Charset_doc_L122_P_13,org.jsoup.integration.ParseTest::testHtml5Charset,org.jsoup.integration.ParseTest,testHtml5Charset,doc,122,Virtual_Pass,0,,
testHtml5Charset_doc_L128_P_14,org.jsoup.integration.ParseTest::testHtml5Charset,org.jsoup.integration.ParseTest,testHtml5Charset,doc,128,Virtual_Pass,0,,
testHtml5Charset_doc_L129_P_15,org.jsoup.integration.ParseTest::testHtml5Charset,org.jsoup.integration.ParseTest,testHtml5Charset,doc,129,Virtual_Pass,0,,
