file,line,approx,answerable,reason
src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,297,True,True,
src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,298,True,True,
src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,360,True,True,
src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,361,True,True,
src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java,97,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java,155,True,True,
src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveOutputStream.java,98,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveOutputStream.java,162,True,True,
src/main/java/org/apache/commons/compress/archivers/dump/DumpArchiveInputStream.java,80,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/dump/DumpArchiveInputStream.java,104,True,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,79,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,142,True,True,
src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,90,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,155,True,True,
src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java,65,True,False,dead_code_never_executed
src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java,184,True,True,
