Project,BugID,File,Line,Approx,Reason
Csv,3b,Lexer.java,112,True,dead_code_never_executed
Csv,3b,Lexer.java,113,True,dead_code_never_executed
JacksonXml,1b,FromXmlParser.java,512,True,dead_code_never_executed
Collections,25b,IteratorUtils.java,626,False,live_line_never_executed
Collections,25b,IteratorUtils.java,648,False,live_line_never_executed
Collections,26b,MultiKey.java,277,False,live_line_never_executed
Collections,27b,MultiValueMap.java,568,True,dead_code_never_executed
Collections,28b,AbstractPatriciaTrie.java,2262,True,dead_code_never_executed
Csv,2b,CSVRecord.java,86,True,dead_code_never_executed
Csv,6b,CSVRecord.java,183,True,dead_code_never_executed
Csv,7b,CSVParser.java,32,True,dead_code_never_executed
Csv,8b,CSVFormat.java,670,False,live_line_never_executed
Csv,8b,CSVFormat.java,671,False,live_line_never_executed
Csv,10b,CSVPrinter.java,70,True,dead_code_never_executed
Csv,13b,CSVFormat.java,319,False,live_line_never_executed
Codec,5b,Base64.java,586,True,dead_code_never_executed
Codec,6b,Base64InputStream.java,148,True,dead_code_never_executed
Csv,16b,CSVParser.java,289,True,dead_code_never_executed
Csv,16b,CSVParser.java,571,False,live_line_never_executed
Codec,8b,Base64.java,419,False,live_line_never_executed
Codec,8b,Base64.java,424,False,live_line_never_executed
Codec,8b,Base64.java,425,False,live_line_never_executed
Codec,8b,Base64InputStream.java,171,False,live_line_never_executed
Codec,11b,QuotedPrintableCodec.java,70,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,71,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,73,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,114,False,live_line_never_executed
Codec,11b,QuotedPrintableCodec.java,120,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,132,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,144,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,152,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,182,False,live_line_never_executed
Codec,11b,QuotedPrintableCodec.java,175,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,177,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,187,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,195,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,199,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,200,True,dead_code_never_executed
Codec,11b,QuotedPrintableCodec.java,235,False,live_line_never_executed
Codec,12b,BaseNCodecInputStream.java,142,True,dead_code_never_executed
Codec,12b,BaseNCodecInputStream.java,144,True,dead_code_never_executed
Codec,12b,BaseNCodecInputStream.java,145,True,dead_code_never_executed
Codec,12b,BaseNCodecInputStream.java,153,True,dead_code_never_executed
Codec,12b,BaseNCodecInputStream.java,159,True,dead_code_never_executed
Codec,14b,Lang.java,98,False,live_line_never_executed
Codec,14b,PhoneticEngine.java,31,False,live_line_never_executed
Codec,14b,Rule.java,158,True,dead_code_never_executed
Codec,14b,ash_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,True,dead_code_never_executed
Codec,14b,gen_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,True,dead_code_never_executed
Codec,14b,sep_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,True,dead_code_never_executed
Codec,16b,Base32.java,99,False,live_line_never_executed
Codec,15b,Soundex.java,195,True,dead_code_never_executed
Cli,1b,CommandLine.java,19,False,live_line_never_executed
Cli,1b,CommandLine.java,23,False,live_line_never_executed
Cli,1b,CommandLine.java,153,False,live_line_never_executed
Cli,1b,CommandLine.java,155,False,live_line_never_executed
Cli,1b,CommandLine.java,169,True,dead_code_never_executed
Cli,1b,CommandLine.java,170,True,dead_code_never_executed
Cli,1b,CommandLine.java,280,False,live_line_never_executed
Cli,1b,CommandLine.java,281,False,live_line_never_executed
Cli,1b,CommandLine.java,282,False,live_line_never_executed
Cli,1b,CommandLine.java,283,False,live_line_never_executed
Cli,1b,CommandLine.java,284,False,live_line_never_executed
Cli,1b,CommandLine.java,286,False,live_line_never_executed
Cli,1b,CommandLine.java,308,False,live_line_never_executed
Cli,1b,CommandLine.java,316,False,live_line_never_executed
Cli,2b,PosixParser.java,309,False,live_line_never_executed
Cli,3b,TypeHandler.java,25,False,live_line_never_executed
Cli,7b,PatternBuilder.java,19,False,live_line_never_executed
Cli,7b,PatternBuilder.java,21,True,dead_code_never_executed
Cli,9b,Parser.java,320,True,dead_code_never_executed
Cli,10b,Parser.java,19,True,dead_code_never_executed
Cli,12b,GnuParser.java,84,True,dead_code_never_executed
Cli,14b,GroupImpl.java,252,False,live_line_never_executed
Cli,14b,GroupImpl.java,261,True,dead_code_never_executed
Cli,13b,WriteableCommandLine.java,47,True,dead_code_never_executed
Cli,13b,WriteableCommandLineImpl.java,132,True,dead_code_never_executed
Cli,13b,WriteableCommandLineImpl.java,133,True,dead_code_never_executed
Cli,13b,WriteableCommandLineImpl.java,135,True,dead_code_never_executed
Cli,15b,WriteableCommandLineImpl.java,124,False,live_line_never_executed
Cli,15b,WriteableCommandLineImpl.java,127,True,dead_code_never_executed
Cli,15b,WriteableCommandLineImpl.java,128,True,dead_code_never_executed
Cli,17b,PosixParser.java,303,True,dead_code_never_executed
Cli,16b,Option.java,206,True,dead_code_never_executed
Cli,16b,Option.java,216,True,dead_code_never_executed
Cli,16b,WriteableCommandLineImpl.java,74,True,dead_code_never_executed
Cli,16b,GroupImpl.java,92,True,dead_code_never_executed
Cli,16b,OptionImpl.java,36,True,dead_code_never_executed
Cli,16b,OptionImpl.java,128,True,dead_code_never_executed
Cli,16b,OptionImpl.java,129,True,dead_code_never_executed
Cli,18b,PosixParser.java,213,False,live_line_never_executed
Cli,18b,PosixParser.java,214,False,live_line_never_executed
Cli,18b,PosixParser.java,216,False,live_line_never_executed
Cli,18b,PosixParser.java,241,True,dead_code_never_executed
Cli,19b,PosixParser.java,239,True,dead_code_never_executed
Cli,22b,PosixParser.java,41,True,dead_code_never_executed
Cli,22b,PosixParser.java,116,False,live_line_never_executed
Cli,22b,PosixParser.java,120,True,dead_code_never_executed
Cli,22b,PosixParser.java,147,False,live_line_never_executed
