test_case,test_class,test_method,variable,line,virtual_status
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testRoundTripWithJacksonExample,com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization,testRoundTripWithJacksonExample,result,42,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestEnums::testEnum,com.fasterxml.jackson.dataformat.xml.deser.TestEnums,testEnum,result,29,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestEnums::testEnum,com.fasterxml.jackson.dataformat.xml.deser.TestEnums,testEnum,result,30,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testEmptyElementToString,com.fasterxml.jackson.dataformat.xml.deser.TestStringValues,testEmptyElementToString,result,105,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testEmptyElementToString,com.fasterxml.jackson.dataformat.xml.deser.TestStringValues,testEmptyElementToString,result,106,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,com.fasterxml.jackson.dataformat.xml.deser.TestViews,testIssue7,result,100,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,com.fasterxml.jackson.dataformat.xml.deser.TestViews,testIssue7,result,101,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,com.fasterxml.jackson.dataformat.xml.deser.TestViews,testIssue7,result,102,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,com.fasterxml.jackson.dataformat.xml.deser.TestViews,testIssue7,result,103,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,com.fasterxml.jackson.dataformat.xml.deser.TestViews,testIssue7,result,104,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test::testPolyIdList178,com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test,testPolyIdList178,result,129,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test::testPolyIdList178,com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test,testPolyIdList178,result,130,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test::testPolyIdList178,com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test,testPolyIdList178,result,131,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest,testAsTextWithJAXB,result,147,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest,testAsTextWithJAXB,result,148,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest,testWithTwoAttributes,result,103,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest,testWithTwoAttributes,result,104,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest::testAnnotationSharing,com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest,testAnnotationSharing,result,51,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedList,result,95,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedList,result,96,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedList,result,97,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedList,result,98,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedList,result,99,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedList,result,100,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedListWithGetters,result,110,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedListWithGetters,result,111,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedListWithGetters,result,112,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedListWithGetters,result,113,Virtual_Pass
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest,testWrappedListWithGetters,result,114,Virtual_Pass
