file,line,approx,answerable
gson/src/main/java/com/google/gson/stream/JsonReader.java,574,False,True
gson/src/main/java/com/google/gson/stream/JsonReader.java,575,False,True
gson/src/main/java/com/google/gson/stream/JsonReader.java,576,False,True
gson/src/main/java/com/google/gson/stream/JsonReader.java,585,False,True
gson/src/main/java/com/google/gson/stream/JsonReader.java,586,False,True
gson/src/main/java/com/google/gson/stream/JsonReader.java,587,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,325,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,418,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,435,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,454,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,466,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,483,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,495,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,518,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,613,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,622,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,623,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,624,False,True
gson/src/main/java/com/google/gson/stream/JsonWriter.java,625,False,True
