test_case,test_class,test_method,variable,line,virtual_status
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,267,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,276,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,285,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,493,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,502,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,511,Virtual_Pass
org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex,org.jfree.chart.plot.junit.CategoryPlotTests,testGetDomainAxisIndex,pass,737,Virtual_Pass
org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,org.jfree.chart.plot.junit.CategoryPlotTests,testGetRangeAxisIndex,pass,761,Virtual_Pass
org.jfree.chart.plot.junit.PiePlotTests::testGetBaseSectionPaint,org.jfree.chart.plot.junit.PiePlotTests,testGetBaseSectionPaint,pass,598,Virtual_Pass
org.jfree.data.category.junit.CategoryToPieDatasetTests::testGetIndex,org.jfree.data.category.junit.CategoryToPieDatasetTests,testGetIndex,pass,202,Virtual_Pass
org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue,d,88,Virtual_Pass
org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue,pass,96,Virtual_Pass
org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue,pass,105,Virtual_Pass
org.jfree.data.category.junit.DefaultCategoryDatasetTests::testGetValue2,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testGetValue2,pass,120,Virtual_Pass
