file,line,approx,answerable,reason
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,70,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,71,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,73,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,114,False,False,live_line_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,120,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,132,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,144,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,152,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,178,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,179,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,180,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,181,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,182,False,False,live_line_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,183,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,184,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,189,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,175,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,177,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,187,True,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,195,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,199,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,200,True,False,dead_code_never_executed
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,229,False,True,
src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,235,False,False,live_line_never_executed
