test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.math.distribution.FDistributionTest::testCumulativeProbabilityExtremes,PASS,0,0
org.apache.commons.math.distribution.FDistributionTest::testInverseCumulativeProbabilityExtremes,PASS,0,0
org.apache.commons.math.distribution.FDistributionTest::testDfAccessors,PASS,4,4
org.apache.commons.math.distribution.FDistributionTest::testLargeDegreesOfFreedom,PASS,1,1
org.apache.commons.math.stat.inference.OneWayAnovaTest::testAnovaFValue,PASS,2,0
org.apache.commons.math.stat.inference.OneWayAnovaTest::testAnovaPValue,PASS,2,0
org.apache.commons.math.stat.inference.OneWayAnovaTest::testAnovaTest,PASS,2,0
org.apache.commons.math.stat.inference.TestUtilsTest::testChiSquare,PASS,6,0
org.apache.commons.math.stat.inference.TestUtilsTest::testChiSquareIndependence,PASS,7,0
org.apache.commons.math.stat.inference.TestUtilsTest::testChiSquareLargeTestStatistic,PASS,2,0
org.apache.commons.math.stat.inference.TestUtilsTest::testChiSquareZeroCount,PASS,2,0
org.apache.commons.math.stat.inference.TestUtilsTest::testOneSampleT,PASS,4,0
org.apache.commons.math.stat.inference.TestUtilsTest::testOneSampleTTest,PASS,8,0
org.apache.commons.math.stat.inference.TestUtilsTest::testTwoSampleTHeterscedastic,PASS,8,0
org.apache.commons.math.stat.inference.TestUtilsTest::testTwoSampleTHomoscedastic,PASS,4,0
org.apache.commons.math.stat.inference.TestUtilsTest::testSmallSamples,PASS,2,2
org.apache.commons.math.stat.inference.TestUtilsTest::testPaired,PASS,5,5
org.apache.commons.math.stat.inference.TestUtilsTest::testOneWayAnovaUtils,PASS,3,3
