file,line,approx,answerable
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,622,False,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,630,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,635,True,False
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,773,False,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,776,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,780,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,851,False,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,853,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,857,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,862,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,917,True,False
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,967,True,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,2672,False,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,2673,False,True
src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,2671,True,True
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,3622,False,True
