file,line,approx,answerable,reason
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,162,False,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,166,False,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,176,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,178,False,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,171,True,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,180,True,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,248,False,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,252,False,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,261,False,False,live_line_never_executed
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,263,False,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,256,True,True,
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,265,True,True,
