file,line,approx,answerable,reason
src/java/org/apache/commons/math/util/MathUtils.java,184,False,True,
src/java/org/apache/commons/math/util/MathUtils.java,185,False,True,
src/java/org/apache/commons/math/util/MathUtils.java,186,False,True,
src/java/org/apache/commons/math/util/MathUtils.java,187,False,True,
src/java/org/apache/commons/math/util/MathUtils.java,188,False,False,live_line_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,190,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,196,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,197,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,199,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,205,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,208,True,True,
src/java/org/apache/commons/math/util/MathUtils.java,236,False,True,
src/java/org/apache/commons/math/util/MathUtils.java,234,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,235,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,277,True,False,dead_code_never_executed
src/java/org/apache/commons/math/util/MathUtils.java,282,True,False,dead_code_never_executed
