file,line,approx,answerable
src/main/java/org/jsoup/helper/DataUtil.java,112,False,True
src/main/java/org/jsoup/helper/DataUtil.java,113,False,True
src/main/java/org/jsoup/helper/DataUtil.java,115,False,True
src/main/java/org/jsoup/helper/DataUtil.java,116,False,True
src/main/java/org/jsoup/helper/DataUtil.java,117,False,True
src/main/java/org/jsoup/helper/DataUtil.java,118,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,46,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,47,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,48,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,49,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,50,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,51,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,52,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,53,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,54,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,55,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,56,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,57,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,58,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,59,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,60,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,61,False,True
src/main/java/org/jsoup/nodes/XmlDeclaration.java,68,False,True
src/main/java/org/jsoup/parser/XmlTreeBuilder.java,3,True,False
src/main/java/org/jsoup/parser/XmlTreeBuilder.java,76,False,True
src/main/java/org/jsoup/parser/XmlTreeBuilder.java,77,False,True
