virtual_test_id,test_case,test_class,test_method,variable,line,virtual_status,slice_size,slice_path,extra_slice_paths
testMath272_solution_L45_F_1,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath272,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath272,solution,45,Virtual_Pass,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_failing/testMath272_solution_L45_F_1/slice.log,
testMath272_solution_L46_F_2,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath272,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath272,solution,46,Virtual_Pass,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_failing/testMath272_solution_L46_F_2/slice.log,
testMath272_solution_L47_F_3,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath272,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath272,solution,47,Virtual_Fail,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_failing/testMath272_solution_L47_F_3/slice.log,
testSimplexSolver_solution_L62_P_1,org.apache.commons.math.optimization.linear.SimplexSolverTest::testSimplexSolver,org.apache.commons.math.optimization.linear.SimplexSolverTest,testSimplexSolver,solution,62,Virtual_Pass,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testSimplexSolver_solution_L62_P_1/slice.log,
testSimplexSolver_solution_L63_P_2,org.apache.commons.math.optimization.linear.SimplexSolverTest::testSimplexSolver,org.apache.commons.math.optimization.linear.SimplexSolverTest,testSimplexSolver,solution,63,Virtual_Pass,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testSimplexSolver_solution_L63_P_2/slice.log,
testSimplexSolver_solution_L64_P_3,org.apache.commons.math.optimization.linear.SimplexSolverTest::testSimplexSolver,org.apache.commons.math.optimization.linear.SimplexSolverTest,testSimplexSolver,solution,64,Virtual_Pass,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testSimplexSolver_solution_L64_P_3/slice.log,
testModelWithNoArtificialVars_solution_L81_P_4,org.apache.commons.math.optimization.linear.SimplexSolverTest::testModelWithNoArtificialVars,org.apache.commons.math.optimization.linear.SimplexSolverTest,testModelWithNoArtificialVars,solution,81,Virtual_Pass,128,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testModelWithNoArtificialVars_solution_L81_P_4/slice.log,
testModelWithNoArtificialVars_solution_L82_P_5,org.apache.commons.math.optimization.linear.SimplexSolverTest::testModelWithNoArtificialVars,org.apache.commons.math.optimization.linear.SimplexSolverTest,testModelWithNoArtificialVars,solution,82,Virtual_Pass,128,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testModelWithNoArtificialVars_solution_L82_P_5/slice.log,
testModelWithNoArtificialVars_solution_L83_P_6,org.apache.commons.math.optimization.linear.SimplexSolverTest::testModelWithNoArtificialVars,org.apache.commons.math.optimization.linear.SimplexSolverTest,testModelWithNoArtificialVars,solution,83,Virtual_Pass,128,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testModelWithNoArtificialVars_solution_L83_P_6/slice.log,
testMinimization_solution_L96_P_7,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMinimization,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMinimization,solution,96,Virtual_Pass,0,/opt/resq/resQ_outputs/work/Math_88b/step2_slicing/_slicer4j_passed/testMinimization_solution_L96_P_7/slice.log,
