file,line,approx,answerable
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,227,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,229,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,231,False,True
src/main/java/org/jsoup/parser/HtmlTreeBuilder.java,232,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,36,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,44,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,45,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,46,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,47,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,76,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,77,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,124,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,125,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,126,False,True
