test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.cli2.bug.Bug28005Test::testInfiniteLoop,org.apache.commons.cli2.bug.Bug28005Test,testInfiniteLoop,e,76,Virtual_Pass
org.apache.commons.cli2.bug.BugLoopingOptionLookAlikeTest::testLoopingOptionLookAlike,org.apache.commons.cli2.bug.BugLoopingOptionLookAlikeTest,testLoopingOptionLookAlike,e,59,Virtual_Pass
org.apache.commons.cli2.builder.DefaultOptionBuilderTest::testNew_NullShortPrefix,org.apache.commons.cli2.builder.DefaultOptionBuilderTest,testNew_NullShortPrefix,e,48,Virtual_Pass
org.apache.commons.cli2.builder.DefaultOptionBuilderTest::testNew_EmptyShortPrefix,org.apache.commons.cli2.builder.DefaultOptionBuilderTest,testNew_EmptyShortPrefix,e,61,Virtual_Pass
org.apache.commons.cli2.builder.DefaultOptionBuilderTest::testNew_NullLongPrefix,org.apache.commons.cli2.builder.DefaultOptionBuilderTest,testNew_NullLongPrefix,e,74,Virtual_Pass
org.apache.commons.cli2.builder.DefaultOptionBuilderTest::testNew_EmptyLongPrefix,org.apache.commons.cli2.builder.DefaultOptionBuilderTest,testNew_EmptyLongPrefix,e,87,Virtual_Pass
org.apache.commons.cli2.builder.DefaultOptionBuilderTest::testCreate,org.apache.commons.cli2.builder.DefaultOptionBuilderTest,testCreate,e,97,Virtual_Pass
org.apache.commons.cli2.commandline.ParserTest::testParse_WithUnexpectedOption,org.apache.commons.cli2.commandline.ParserTest,testParse_WithUnexpectedOption,e,80,Virtual_Pass
org.apache.commons.cli2.commandline.ParserTest::testParse_WithUnexpectedOption,org.apache.commons.cli2.commandline.ParserTest,testParse_WithUnexpectedOption,e,81,Virtual_Pass
org.apache.commons.cli2.option.ArgumentTest::testNew,org.apache.commons.cli2.option.ArgumentTest,testNew,e,97,Virtual_Pass
org.apache.commons.cli2.option.ArgumentTest::testValidate_ValidatorInvalidDate,org.apache.commons.cli2.option.ArgumentTest,testValidate_ValidatorInvalidDate,e,388,Virtual_Pass
org.apache.commons.cli2.option.ParentTest::testProcess_NoMatch,org.apache.commons.cli2.option.ParentTest,testProcess_NoMatch,e,153,Virtual_Pass
org.apache.commons.cli2.util.HelpFormatterTest::testWrap_Below1Length,org.apache.commons.cli2.util.HelpFormatterTest,testWrap_Below1Length,e,412,Virtual_Pass
