test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.codec.binary.Base32InputStreamTest::testSkipNone,org.apache.commons.codec.binary.Base32InputStreamTest,testSkipNone,new,489,Virtual_Pass
org.apache.commons.codec.binary.Base64InputStreamTest::testSkipNone,org.apache.commons.codec.binary.Base64InputStreamTest,testSkipNone,new,519,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testCodeInteger1,org.apache.commons.codec.binary.Base64Test,testCodeInteger1,new,149,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testCodeInteger2,org.apache.commons.codec.binary.Base64Test,testCodeInteger2,new,158,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testCodeInteger3,org.apache.commons.codec.binary.Base64Test,testCodeInteger3,new,169,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testCodeInteger4,org.apache.commons.codec.binary.Base64Test,testCodeInteger4,new,186,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testDecodePadMarkerIndex2,org.apache.commons.codec.binary.Base64Test,testDecodePadMarkerIndex2,new,272,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testDecodePadMarkerIndex3,org.apache.commons.codec.binary.Base64Test,testDecodePadMarkerIndex3,new,280,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testDecodePadMarkerIndex3,org.apache.commons.codec.binary.Base64Test,testDecodePadMarkerIndex3,new,281,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testDecodePadOnly,org.apache.commons.codec.binary.Base64Test,testDecodePadOnly,new,287,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testDecodePadOnlyChunked,org.apache.commons.codec.binary.Base64Test,testDecodePadOnlyChunked,new,298,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testIgnoringNonBase64InDecode,org.apache.commons.codec.binary.Base64Test,testIgnoringNonBase64InDecode,new,395,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownDecodings,org.apache.commons.codec.binary.Base64Test,testKnownDecodings,new,431,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownDecodings,org.apache.commons.codec.binary.Base64Test,testKnownDecodings,new,433,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownDecodings,org.apache.commons.codec.binary.Base64Test,testKnownDecodings,new,435,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownDecodings,org.apache.commons.codec.binary.Base64Test,testKnownDecodings,new,437,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownDecodings,org.apache.commons.codec.binary.Base64Test,testKnownDecodings,new,439,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownDecodings,org.apache.commons.codec.binary.Base64Test,testKnownDecodings,new,441,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,446,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,448,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,454,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,456,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,458,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,460,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testKnownEncodings,org.apache.commons.codec.binary.Base64Test,testKnownEncodings,new,462,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testObjectEncode,org.apache.commons.codec.binary.Base64Test,testObjectEncode,new,542,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testPairs,org.apache.commons.codec.binary.Base64Test,testPairs,new,547,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,718,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,719,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,720,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,721,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,722,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,723,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,724,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,725,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,726,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,727,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,728,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,729,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,730,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,731,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,732,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,733,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,734,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,735,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,736,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,737,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,738,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,739,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,740,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,741,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,742,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,743,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,744,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,745,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,746,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,747,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,748,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,749,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,750,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,751,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,752,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,753,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,754,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,755,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,756,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,757,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,758,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,759,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,760,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,761,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,762,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,763,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,764,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,765,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,766,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,767,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,768,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,769,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,770,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,771,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,772,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,773,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,774,Virtual_Pass
org.apache.commons.codec.binary.Base64Test::testSingletons,org.apache.commons.codec.binary.Base64Test,testSingletons,new,775,Virtual_Pass
