test_case,result,assertx_calls_found,assertx_calls_counted
org.jsoup.helper.DataUtilTest::testCharset,PASS,5,5
org.jsoup.integration.ParseTest::testSmhBizArticle,PASS,3,3
org.jsoup.integration.ParseTest::testNewsHomepage,PASS,6,6
org.jsoup.integration.ParseTest::testGoogleSearchIpod,PASS,4,4
org.jsoup.integration.ParseTest::testBinary,PASS,1,1
org.jsoup.integration.ParseTest::testYahooJp,PASS,3,3
org.jsoup.integration.ParseTest::testBaidu,PASS,6,6
org.jsoup.integration.ParseTest::testBaiduVariant,PASS,2,2
org.jsoup.integration.ParseTest::testHtml5Charset,PASS,6,5
org.jsoup.integration.ParseTest::testNytArticle,PASS,1,1
org.jsoup.integration.ParseTest::testYahooArticle,PASS,1,1
org.jsoup.integration.UrlConnectTest::fetchURl,PASS,1,1
org.jsoup.integration.UrlConnectTest::fetchBaidu,PASS,3,3
org.jsoup.integration.UrlConnectTest::exceptOnUnknownContentType,PASS,1,1
org.jsoup.integration.UrlConnectTest::ignoresContentTypeIfSoConfigured,PASS,1,1
org.jsoup.integration.UrlConnectTest::doesPost,PASS,5,5
org.jsoup.integration.UrlConnectTest::doesGet,PASS,4,4
org.jsoup.integration.UrlConnectTest::followsTempRedirect,PASS,1,1
org.jsoup.integration.UrlConnectTest::postRedirectsFetchWithGet,PASS,2,2
org.jsoup.integration.UrlConnectTest::followsRedirectToHttps,PASS,1,1
org.jsoup.integration.UrlConnectTest::followsRelativeRedirect,PASS,1,1
org.jsoup.integration.UrlConnectTest::throwsExceptionOnError,PASS,1,1
org.jsoup.integration.UrlConnectTest::ignoresExceptionIfSoConfigured,PASS,2,2
org.jsoup.integration.UrlConnectTest::doesntRedirectIfSoConfigured,PASS,2,2
org.jsoup.integration.UrlConnectTest::redirectsResponseCookieToNextResponse,PASS,2,2
org.jsoup.integration.UrlConnectTest::maximumRedirects,PASS,2,2
org.jsoup.integration.UrlConnectTest::multiCookieSet,PASS,3,3
org.jsoup.nodes.DocumentTypeTest::constructorValidationThrowsExceptionOnBlankName,PASS,0,0
org.jsoup.nodes.DocumentTypeTest::constructorValidationThrowsExceptionOnNulls,PASS,0,0
org.jsoup.nodes.DocumentTypeTest::constructorValidationOkWithBlankPublicAndSystemIds,PASS,0,0
org.jsoup.parser.XmlTreeBuilderTest::testSimpleXmlParse,PASS,2,1
org.jsoup.parser.XmlTreeBuilderTest::testPopToClose,PASS,1,1
org.jsoup.parser.XmlTreeBuilderTest::testCommentAndDocType,PASS,1,1
org.jsoup.parser.XmlTreeBuilderTest::testSupplyParserToJsoupClass,PASS,1,1
org.jsoup.parser.XmlTreeBuilderTest::testSupplyParserToConnection,PASS,4,4
org.jsoup.parser.XmlTreeBuilderTest::testSupplyParserToDataStream,PASS,1,1
org.jsoup.parser.XmlTreeBuilderTest::testDoesNotForceSelfClosingKnownTags,PASS,2,2
