test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testAllChars,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testAsciiEncodeNotEmpty1Letter,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testAsciiEncodeNotEmpty2Letters,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testEncodeAtzNotEmpty,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testEncodeGna,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testInvalidLangIllegalArgumentException,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testInvalidLangIllegalStateException,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testInvalidLanguageIllegalArgumentException,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testLongestEnglishSurname,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testNegativeIndexForRuleMatchIndexOutOfBoundsException,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testOOM,PASS,2,2
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSetConcat,PASS,1,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSetNameTypeAsh,PASS,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSetRuleTypeExact,PASS,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSetRuleTypeToRulesIllegalArgumentException,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSpeedCheck,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSpeedCheck2,PASS,0,0
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest::testSpeedCheck3,PASS,0,0
org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest::testSolrGENERIC,PASS,20,0
org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest::testSolrASHKENAZI,PASS,20,0
org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest::testSolrSEPHARDIC,PASS,20,0
org.apache.commons.codec.language.bm.RuleTest::testPhonemeComparedToLaterIsNegative,PASS,1,1
org.apache.commons.codec.language.bm.RuleTest::testPhonemeComparedToSelfIsZero,PASS,1,0
org.apache.commons.codec.language.bm.RuleTest::testSubSequenceWorks,PASS,45,45
