file,line,approx,answerable
src/main/java/org/jsoup/nodes/Entities.java,3,True,False
src/main/java/org/jsoup/nodes/Entities.java,61,True,False
src/main/java/org/jsoup/nodes/Entities.java,103,False,True
src/main/java/org/jsoup/nodes/Entities.java,104,False,True
src/main/java/org/jsoup/nodes/Entities.java,105,False,True
src/main/java/org/jsoup/nodes/Entities.java,106,False,True
src/main/java/org/jsoup/nodes/Entities.java,107,False,True
src/main/java/org/jsoup/nodes/Entities.java,108,False,True
src/main/java/org/jsoup/nodes/Entities.java,109,False,True
src/main/java/org/jsoup/nodes/Entities.java,110,False,True
src/main/java/org/jsoup/nodes/Entities.java,111,False,True
src/main/java/org/jsoup/nodes/Entities.java,112,False,True
src/main/java/org/jsoup/nodes/Entities.java,113,False,True
src/main/java/org/jsoup/nodes/Entities.java,114,False,True
src/main/java/org/jsoup/nodes/Entities.java,115,False,True
src/main/java/org/jsoup/nodes/Entities.java,116,False,True
src/main/java/org/jsoup/nodes/Entities.java,117,False,True
src/main/java/org/jsoup/nodes/Entities.java,118,False,True
src/main/java/org/jsoup/nodes/Entities.java,119,False,True
src/main/java/org/jsoup/nodes/Entities.java,120,False,True
src/main/java/org/jsoup/nodes/Entities.java,121,False,True
src/main/java/org/jsoup/nodes/Entities.java,122,False,True
src/main/java/org/jsoup/nodes/Entities.java,123,False,True
src/main/java/org/jsoup/nodes/Entities.java,124,False,True
src/main/java/org/jsoup/nodes/Entities.java,125,False,True
src/main/java/org/jsoup/nodes/Entities.java,126,False,True
src/main/java/org/jsoup/nodes/Entities.java,127,False,True
src/main/java/org/jsoup/nodes/Entities.java,128,False,True
src/main/java/org/jsoup/nodes/Entities.java,129,False,True
src/main/java/org/jsoup/parser/Parser.java,133,True,False
src/main/java/org/jsoup/parser/Tokeniser.java,136,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,139,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,140,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,141,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,142,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,143,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,144,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,145,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,146,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,147,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,152,False,True
src/main/java/org/jsoup/parser/Tokeniser.java,238,True,False
