test_case,test_class,test_method,variable,line,virtual_status
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testFileSystemRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testFileSystemRoot,t,47,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,84,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,85,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,86,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,88,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,89,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,90,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,92,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,93,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,94,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,96,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,97,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testTarFileWithFSRoot,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testTarFileWithFSRoot,t,98,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testLinkFlagConstructor,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testLinkFlagConstructor,t,128,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testLinkFlagConstructorWithFileFlag,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testLinkFlagConstructorWithFileFlag,t,135,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest::testLinkFlagConstructorWithPreserve,org.apache.commons.compress.archivers.tar.TarArchiveEntryTest,testLinkFlagConstructorWithPreserve,t,143,Virtual_Pass
org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::shouldUseSpecifiedEncodingWhenReadingGNULongNames,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest,shouldUseSpecifiedEncodingWhenReadingGNULongNames,t,170,Virtual_Pass
