file,line,approx,answerable,reason
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,306,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,318,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,319,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,320,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,321,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,322,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,323,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,324,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,313,True,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,432,False,False,live_line_never_executed
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,433,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,434,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,435,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,436,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,437,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,438,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,439,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,440,False,False,live_line_never_executed
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,441,False,True,
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,442,False,False,live_line_never_executed
src/java/org/apache/commons/lang/time/DurationFormatUtils.java,443,False,False,live_line_never_executed
