test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.collections4.keyvalue.MultiKeyTest::testConstructors,PASS,5,5
org.apache.commons.collections4.keyvalue.MultiKeyTest::testConstructorsByArray,PASS,7,7
org.apache.commons.collections4.keyvalue.MultiKeyTest::testConstructorsByArrayNull,PASS,0,0
org.apache.commons.collections4.keyvalue.MultiKeyTest::testSize,PASS,12,12
org.apache.commons.collections4.keyvalue.MultiKeyTest::testGetIndexed,PASS,2,2
org.apache.commons.collections4.keyvalue.MultiKeyTest::testGetKeysSimpleConstructor,PASS,3,3
org.apache.commons.collections4.keyvalue.MultiKeyTest::testGetKeysArrayConstructorCloned,PASS,5,5
org.apache.commons.collections4.keyvalue.MultiKeyTest::testGetKeysArrayConstructorNonCloned,PASS,5,5
org.apache.commons.collections4.keyvalue.MultiKeyTest::testHashCode,PASS,4,4
org.apache.commons.collections4.keyvalue.MultiKeyTest::testEquals,PASS,5,5
org.apache.commons.collections4.keyvalue.MultiKeyTest::testEqualsAfterSerialization,PASS,2,2
org.apache.commons.collections4.map.MultiKeyMapTest::testNullHandling,PASS,8,8
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyGet,PASS,28,28
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyContainsKey,PASS,28,28
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyPut,PASS,36,36
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyPutWithNullKey,PASS,4,4
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemove,PASS,24,24
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll1,PASS,3,3
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll2,PASS,3,3
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll3,PASS,3,3
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll4,PASS,3,3
org.apache.commons.collections4.map.MultiKeyMapTest::testClone,PASS,2,2
org.apache.commons.collections4.map.MultiKeyMapTest::testLRUMultiKeyMap,PASS,12,12
