test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.csv.CSVFormatTest::testDelimiterSameAsCommentStartThrowsException,PASS,0,0
org.apache.commons.csv.CSVFormatTest::testDelimiterSameAsEscapeThrowsException,PASS,0,0
org.apache.commons.csv.CSVFormatTest::testDuplicateHeaderElements,PASS,0,0
org.apache.commons.csv.CSVFormatTest::testEquals,PASS,7,7
org.apache.commons.csv.CSVFormatTest::testEqualsCommentStart,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsDelimiter,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsEscape,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsHeader,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsIgnoreEmptyLines,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsIgnoreSurroundingSpaces,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsLeftNoQuoteRightQuote,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsNoQuotes,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsNullString,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsOne,PASS,79,77
org.apache.commons.csv.CSVFormatTest::testEqualsQuoteChar,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsQuotePolicy,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsRecordSeparator,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsSkipHeaderRecord,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testEqualsWithNull,PASS,37,33
org.apache.commons.csv.CSVFormatTest::testEscapeSameAsCommentStartThrowsException,PASS,0,0
org.apache.commons.csv.CSVFormatTest::testEscapeSameAsCommentStartThrowsExceptionForWrapperType,PASS,0,0
org.apache.commons.csv.CSVFormatTest::testFormat,PASS,3,3
org.apache.commons.csv.CSVFormatTest::testFormatThrowsNullPointerException,PASS,1,1
org.apache.commons.csv.CSVFormatTest::testGetHeader,PASS,2,2
org.apache.commons.csv.CSVFormatTest::testHashCodeAndWithIgnoreHeaderCase,PASS,5,5
org.apache.commons.csv.CSVFormatTest::testNewFormat,PASS,36,36
