file,line,approx,answerable,reason
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,843,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,844,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,845,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,846,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,847,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,848,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,849,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,851,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,866,True,False,dead_code_never_executed
src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java,867,True,False,dead_code_never_executed
