file,line,approx,answerable
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,37,True,False
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,39,True,False
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,40,True,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,41,True,False
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,43,True,False
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,123,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,124,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,125,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,126,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,127,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,136,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,137,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,138,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,140,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,142,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,143,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,144,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,147,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,148,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,150,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java,146,True,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationEqual.java,19,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationEqual.java,32,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationEqual.java,33,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationEqual.java,34,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationNotEqual.java,19,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationNotEqual.java,29,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationNotEqual.java,32,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationNotEqual.java,33,False,True
src/java/org/apache/commons/jxpath/ri/compiler/CoreOperationNotEqual.java,34,False,True
