Project,BugID,File,Line,Approx,Reason
Cli,13b,WriteableCommandLine.java,47,True,dead_code_never_executed
Cli,13b,WriteableCommandLineImpl.java,132,True,dead_code_never_executed
Cli,13b,WriteableCommandLineImpl.java,133,True,dead_code_never_executed
Cli,13b,WriteableCommandLineImpl.java,135,True,dead_code_never_executed
Cli,14b,GroupImpl.java,252,False,dead_code_never_executed
Cli,15b,WriteableCommandLineImpl.java,124,False,dead_code_never_executed
Cli,15b,WriteableCommandLineImpl.java,127,True,dead_code_never_executed
Cli,15b,WriteableCommandLineImpl.java,128,True,dead_code_never_executed
Cli,16b,Option.java,206,True,dead_code_never_executed
Cli,16b,Option.java,216,True,dead_code_never_executed
Cli,16b,WriteableCommandLineImpl.java,74,True,dead_code_never_executed
Cli,16b,OptionImpl.java,36,True,dead_code_never_executed
Cli,16b,OptionImpl.java,128,True,dead_code_never_executed
Cli,16b,OptionImpl.java,129,True,dead_code_never_executed
Cli,18b,PosixParser.java,213,False,dead_code_never_executed
Cli,18b,PosixParser.java,214,False,dead_code_never_executed
Cli,18b,PosixParser.java,216,False,dead_code_never_executed
Cli,19b,PosixParser.java,239,True,dead_code_never_executed
Cli,1b,CommandLine.java,19,False,dead_code_never_executed
Cli,1b,CommandLine.java,23,False,dead_code_never_executed
Cli,1b,CommandLine.java,155,False,dead_code_never_executed
Cli,1b,CommandLine.java,169,True,dead_code_never_executed
Cli,1b,CommandLine.java,170,True,dead_code_never_executed
Cli,1b,CommandLine.java,281,False,dead_code_never_executed
Cli,1b,CommandLine.java,282,False,dead_code_never_executed
Cli,1b,CommandLine.java,283,False,dead_code_never_executed
Cli,1b,CommandLine.java,284,False,dead_code_never_executed
Cli,1b,CommandLine.java,286,False,dead_code_never_executed
Cli,1b,CommandLine.java,308,False,dead_code_never_executed
Cli,1b,CommandLine.java,316,False,dead_code_never_executed
Cli,21b,WriteableCommandLine.java,102,True,dead_code_never_executed
Cli,21b,WriteableCommandLine.java,110,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,51,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,63,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,65,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,66,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,234,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,235,True,dead_code_never_executed
Cli,21b,WriteableCommandLineImpl.java,246,True,dead_code_never_executed
Cli,21b,GroupImpl.java,514,True,dead_code_never_executed
Cli,22b,PosixParser.java,41,True,dead_code_never_executed
Cli,22b,PosixParser.java,116,False,dead_code_never_executed
Cli,22b,PosixParser.java,149,False,dead_code_never_executed
Cli,22b,PosixParser.java,184,False,dead_code_never_executed
Cli,22b,PosixParser.java,188,True,dead_code_never_executed
Cli,22b,PosixParser.java,211,True,dead_code_never_executed
Cli,22b,PosixParser.java,243,False,dead_code_never_executed
Cli,23b,HelpFormatter.java,833,False,dead_code_never_executed
Cli,23b,HelpFormatter.java,835,False,dead_code_never_executed
Cli,26b,OptionBuilder.java,348,True,dead_code_never_executed
Cli,26b,OptionBuilder.java,359,True,dead_code_never_executed
Cli,26b,OptionBuilder.java,361,True,dead_code_never_executed
Cli,29b,Util.java,68,False,dead_code_never_executed
Cli,2b,PosixParser.java,309,False,dead_code_never_executed
Cli,30b,DefaultParser.java,150,False,dead_code_never_executed
Cli,30b,DefaultParser.java,152,False,dead_code_never_executed
Cli,30b,DefaultParser.java,155,True,dead_code_never_executed
Cli,30b,DefaultParser.java,156,True,dead_code_never_executed
Cli,32b,HelpFormatter.java,937,False,dead_code_never_executed
Cli,32b,HelpFormatter.java,939,False,dead_code_never_executed
Cli,32b,HelpFormatter.java,941,False,dead_code_never_executed
