test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.cli.ApplicationTest::testLs,PASS,2,1
org.apache.commons.cli.ApplicationTest::testAnt,PASS,6,5
org.apache.commons.cli.ApplicationTest::testGroovy,PASS,2,2
org.apache.commons.cli.ApplicationTest::testMan,PASS,0,0
org.apache.commons.cli.ApplicationTest::testNLT,PASS,6,1
org.apache.commons.cli.BugsTest::test11457,PASS,1,1
org.apache.commons.cli.BugsTest::test11458,PASS,10,0
org.apache.commons.cli.BugsTest::test11680,PASS,0,0
org.apache.commons.cli.BugsTest::test11456,PASS,2,0
org.apache.commons.cli.BugsTest::test12210,PASS,2,2
org.apache.commons.cli.BugsTest::test13425,PASS,1,1
org.apache.commons.cli.BugsTest::test13666,PASS,1,1
org.apache.commons.cli.BugsTest::test13935,PASS,0,0
org.apache.commons.cli.BugsTest::test14786,PASS,1,1
org.apache.commons.cli.BugsTest::test15046,PASS,2,1
org.apache.commons.cli.BugsTest::test15648,PASS,1,1
org.apache.commons.cli.BugsTest::test31148,PASS,2,2
org.apache.commons.cli.BugsTest::test27635,PASS,0,0
org.apache.commons.cli.HelpFormatterTest::testFindWrapPos,PASS,5,0
org.apache.commons.cli.HelpFormatterTest::testRenderWrappedTextWordCut,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testRenderWrappedTextSingleLine,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testRenderWrappedTextSingleLinePadded,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testRenderWrappedTextSingleLinePadded2,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testRenderWrappedTextMultiLine,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testRenderWrappedTextMultiLinePadded,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testPrintOptions,PASS,5,5
org.apache.commons.cli.HelpFormatterTest::testPrintHelpWithEmptySyntax,PASS,0,0
org.apache.commons.cli.HelpFormatterTest::testAutomaticUsage,PASS,2,2
org.apache.commons.cli.HelpFormatterTest::testPrintUsage,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testPrintSortedUsage,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testPrintSortedUsageWithNullComparator,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testPrintOptionGroupUsage,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testPrintRequiredOptionGroupUsage,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testPrintOptionWithEmptyArgNameUsage,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testDefaultArgName,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testRtrim,PASS,3,3
org.apache.commons.cli.HelpFormatterTest::testAccessors,PASS,8,0
org.apache.commons.cli.HelpFormatterTest::testHeaderStartingWithLineSeparator,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testOptionWithoutShortFormat,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testOptionWithoutShortFormat2,PASS,1,1
org.apache.commons.cli.HelpFormatterTest::testHelpWithLongOptSeparator,PASS,3,3
org.apache.commons.cli.HelpFormatterTest::testUsageWithLongOptSeparator,PASS,1,1
org.apache.commons.cli.bug.BugCLI162Test::testInfiniteLoop,PASS,0,0
org.apache.commons.cli.bug.BugCLI162Test::testPrintHelpLongLines,PASS,0,0
org.apache.commons.cli.bug.BugCLI162Test::testLongLineChunking,PASS,1,1
org.apache.commons.cli.bug.BugCLI162Test::testLongLineChunkingIndentIgnored,PASS,1,1
org.apache.commons.cli.bug.BugCLI18Test::testCLI18,PASS,0,0
